id,text,label_intent,label_scenario,source
251,Перенесите запись на вечер,reschedule_cancel,reschedule_flow,synthetic
268,"Отмените запись, не получается",reschedule_cancel,reschedule_flow,synthetic
439,Какой график работы?,clinic_faq,faq_flow,synthetic
211,Цена за осмотр?,price_question,faq_flow,synthetic
529,До свидания,other,faq_flow,synthetic
118,шестёрка болит час,complaint_primary,anamnesis_flow,synthetic
438,Есть ли у вас сайт?,clinic_faq,faq_flow,synthetic
547,Добрый вечер,other,faq_flow,synthetic
296,Не получится в понедельник,reschedule_cancel,reschedule_flow,synthetic
530,очень благодарен,other,faq_flow,synthetic
314,Подскажите подробнее про эту процедуру!,followup_question,faq_flow,synthetic
327,В чём разница между ними.,followup_question,faq_flow,synthetic
407,Есть ли парковка рядом?,clinic_faq,faq_flow,synthetic
405,Есть ли личный кабинет?,clinic_faq,faq_flow,synthetic
81,У меня боль от горячего два дня,complaint_primary,anamnesis_flow,synthetic
310,Это современный метод?,followup_question,faq_flow,synthetic
152,Цена за отбеливание?,price_question,faq_flow,synthetic
454,как подготовиться к приёму?,visit_recommendations,faq_flow,synthetic
502,Что делать после брекеты?,visit_recommendations,faq_flow,synthetic
176,Почём временная коронка.,price_question,faq_flow,synthetic
390,Какие врачи у вас работают.,clinic_faq,faq_flow,synthetic
88,Выпала пломба,complaint_primary,anamnesis_flow,synthetic
534,"хорошо, спасибо",other,faq_flow,synthetic
485,какие документы взять?,visit_recommendations,faq_flow,synthetic
239,"Не смогу прийти, не получается",reschedule_cancel,reschedule_flow,synthetic
437,Работаете ли в завтра?,clinic_faq,faq_flow,synthetic
57,Запись к эндодонтисту на вечер,booking,booking_flow,synthetic
542,Хорошо,other,faq_flow,synthetic
144,Сильно болит передний зуб,complaint_primary,anamnesis_flow,synthetic
31,Когда можно попасть к гигиенисту?,booking,booking_flow,synthetic
535,Принято,other,faq_flow,synthetic
355,Какие риски у КТ?,followup_question,faq_flow,synthetic
584,"ок, подумаю?",other,faq_flow,synthetic
66,Запись к ортодонту на вторник,booking,booking_flow,synthetic
172,Сколько стоит пломба?,price_question,faq_flow,synthetic
104,Чувствую пульсирующую боль!,complaint_primary,anamnesis_flow,synthetic
139,зуб болит два часа,complaint_primary,anamnesis_flow,synthetic
579,всего доброго,other,faq_flow,synthetic
324,а что если не лечить?,followup_question,faq_flow,synthetic
100,Болит челюсть,complaint_primary,anamnesis_flow,synthetic
369,А можно без профгигиену?,followup_question,faq_flow,synthetic
235,перезапишите на более позднее время,reschedule_cancel,reschedule_flow,synthetic
70,записаться на контрольный визит,booking,booking_flow,synthetic
192,Сколько стоит пломбирование?,price_question,faq_flow,synthetic
545,Хорошего дня,other,faq_flow,synthetic
578,не знаю,other,faq_flow,synthetic
233,Хочу отменить повторный приём,reschedule_cancel,reschedule_flow,synthetic
313,Как долго держатся виниры?,followup_question,faq_flow,synthetic
549,Буду,other,faq_flow,synthetic
111,"острая боль, что делать?",complaint_primary,anamnesis_flow,synthetic
75,Хочу прийти на лечение кариеса,booking,booking_flow,synthetic
224,Почём синус-лифтинг?,price_question,faq_flow,synthetic
519,как снять боль дома?,visit_recommendations,faq_flow,synthetic
28,Хочу на приём к ортодонту,booking,booking_flow,synthetic
249,Перезапишите на вечер?,reschedule_cancel,reschedule_flow,synthetic
300,Можно отменить приём на завтра.,reschedule_cancel,reschedule_flow,synthetic
557,Надо подумать,other,faq_flow,synthetic
38,Свободные окошки на резекцию?,booking,booking_flow,synthetic
513,Как подготовиться к элайнеры?,visit_recommendations,faq_flow,synthetic
457,Сколько нельзя курить после удаление зуба мудрости?,visit_recommendations,faq_flow,synthetic
193,Какая цена на панорамный снимок?,price_question,faq_flow,synthetic
587,Спасибо большое.,other,faq_flow,synthetic
533,"ок, подумаю",other,faq_flow,synthetic
573,принято!,other,faq_flow,synthetic
378,Есть ли у вас наркоз?,clinic_faq,faq_flow,synthetic
122,Болит после удаления,complaint_primary,anamnesis_flow,synthetic
51,Запишите на повторный осмотр,booking,booking_flow,synthetic
117,Сильно болит семёрка,complaint_primary,anamnesis_flow,synthetic
515,Нужна ли подготовка к удаление?,visit_recommendations,faq_flow,synthetic
113,Болит верхняя челюсть уже несколько дней,complaint_primary,anamnesis_flow,synthetic
236,Хочу изменить дату приёма,reschedule_cancel,reschedule_flow,synthetic
518,Что делать после мост?,visit_recommendations,faq_flow,synthetic
204,Стоимость лечения пульпита?,price_question,faq_flow,synthetic
430,далеко ли от центра?,clinic_faq,faq_flow,synthetic
334,А лечение каналов это больно?,followup_question,faq_flow,synthetic
456,Как подготовиться к приёму!,visit_recommendations,faq_flow,synthetic
241,Перенесите запись на вторник,reschedule_cancel,reschedule_flow,synthetic
73,Запишите на протезирование к челюстно-лицевому хирургу,booking,booking_flow,synthetic
119,зуб мудрости немного болит,complaint_primary,anamnesis_flow,synthetic
497,Как подготовиться к протезирование?,visit_recommendations,faq_flow,synthetic
30,Хочу к имплантологу на консультацию,booking,booking_flow,synthetic
585,"хорошо, спасибо.",other,faq_flow,synthetic
540,Записал!,other,faq_flow,synthetic
54,Хочу прийти на элайнеры,booking,booking_flow,synthetic
107,Появилась отёк,complaint_primary,anamnesis_flow,synthetic
538,Удачи,other,faq_flow,synthetic
465,можно ли есть после процедуры?,visit_recommendations,faq_flow,synthetic
343,а можно без удаления.,followup_question,faq_flow,synthetic
258,Хочу перенести чистку,reschedule_cancel,reschedule_flow,synthetic
446,Где вы находитесь?,clinic_faq,faq_flow,synthetic
215,Какие есть акции?,price_question,faq_flow,synthetic
292,Перенесите приём на другое время,reschedule_cancel,reschedule_flow,synthetic
373,А протезирование это больно?,followup_question,faq_flow,synthetic
56,Как записаться к вам?,booking,booking_flow,synthetic
45,Мне нужно к ортопеду,booking,booking_flow,synthetic
164,Во сколько обойдётся коронку?,price_question,faq_flow,synthetic
181,Во сколько обойдётся Air-Flow?,price_question,faq_flow,synthetic
510,нужно ли готовиться к имплантации,visit_recommendations,faq_flow,synthetic
486,нужно ли готовиться к имплантации?,visit_recommendations,faq_flow,synthetic
153,Почём реставрация?,price_question,faq_flow,synthetic
116,Зуб реагирует на горячее,complaint_primary,anamnesis_flow,synthetic
199,Какая цена на лечение каналов?,price_question,faq_flow,synthetic
55,Когда можно попасть к эндодонтисту?,booking,booking_flow,synthetic
284,"Не смогу прийти, форс-мажор",reschedule_cancel,reschedule_flow,synthetic
214,Цена за удаление зуба мудрости?,price_question,faq_flow,synthetic
476,Какие обезболивающие можно,visit_recommendations,faq_flow,synthetic
225,Какие цены на виниры?,price_question,faq_flow,synthetic
520,Сколько нельзя курить после КТ?,visit_recommendations,faq_flow,synthetic
371,А можно без удаление зуба мудрости?,followup_question,faq_flow,synthetic
98,у меня сильно болит зуб,complaint_primary,anamnesis_flow,synthetic
543,Спасибо за помощь,other,faq_flow,synthetic
121,зуб сильно болит,complaint_primary,anamnesis_flow,synthetic
197,Сколько стоит полное протезирование!,price_question,faq_flow,synthetic
242,Можно отменить приём на завтра?,reschedule_cancel,reschedule_flow,synthetic
5,"Запишите меня, пожалуйста, на следующую неделю",booking,booking_flow,synthetic
429,Есть приём в среду?,clinic_faq,faq_flow,synthetic
357,А если не подойдёт?,followup_question,faq_flow,synthetic
309,Подскажите подробнее про эту процедуру,followup_question,faq_flow,synthetic
91,гноится десна.,complaint_primary,anamnesis_flow,synthetic
512,Нужна ли подготовка к осмотр?,visit_recommendations,faq_flow,synthetic
185,стоимость air-flow?,price_question,faq_flow,synthetic
39,Можно ли попасть сегодня?,booking,booking_flow,synthetic
179,Почём КТ зубов?,price_question,faq_flow,synthetic
245,Не получится в воскресенье,reschedule_cancel,reschedule_flow,synthetic
422,Принимаете ли Apple Pay?,clinic_faq,faq_flow,synthetic
462,Что делать после синус-лифтинг?,visit_recommendations,faq_flow,synthetic
536,Договорились.,other,faq_flow,synthetic
278,"Не смогу прийти, заболел",reschedule_cancel,reschedule_flow,synthetic
147,Чувствую пульсирующую боль,complaint_primary,anamnesis_flow,synthetic
212,Во сколько обойдётся мост?,price_question,faq_flow,synthetic
130,болит от сладкого?,complaint_primary,anamnesis_flow,synthetic
488,Что делать после отбеливание?,visit_recommendations,faq_flow,synthetic
427,Принимаете рассрочку?,clinic_faq,faq_flow,synthetic
291,Нужно перенести на вторник,reschedule_cancel,reschedule_flow,synthetic
92,Болит верхний зуб уже полгода,complaint_primary,anamnesis_flow,synthetic
184,Стоимость брекетов?,price_question,faq_flow,synthetic
8,Запишите на профосмотр,booking,booking_flow,synthetic
7,Нужна запись к эндодонтисту,booking,booking_flow,synthetic
83,Сильно болит верхняя челюсть,complaint_primary,anamnesis_flow,synthetic
499,Что нельзя делать после лечения?,visit_recommendations,faq_flow,synthetic
17,Запишите на коррекцию элайнеров,booking,booking_flow,synthetic
162,Сколько стоит панорамный снимок?,price_question,faq_flow,synthetic
386,Можно записаться онлайн?,clinic_faq,faq_flow,synthetic
103,Опухла губа,complaint_primary,anamnesis_flow,synthetic
137,Появилась чувствительность,complaint_primary,anamnesis_flow,synthetic
