id,text,label_l1,label_l2,scenario,source,complexity
1396,Что нельзя после лечение кариеса?,faq,visit_prep,faq_flow,variation,simple
1397,Перенесите на серду,booking,reschedule,booking_flow,augmented,simple
1398,Привет спасибо спасибо,conversational,greeting,conversation_flow,augmented,simple
1399,"треснул зуб, что делать 😢",anamnesis,complaint,anamnesis_flow,augmented,complex
1400,У меня запах изо рта со вчера,anamnesis,symptom,anamnesis_flow,variation,medium
1401,"Подскажите, здравствуйте, до скорого",conversational,farewell,conversation_flow,augmented,complex
1402,"Подскажите, понятно",conversational,confirmation,conversation_flow,augmented,complex
1403,"Привет, интересует лечение каналов",anamnesis,services,anamnesis_flow,augmented,complex
1404,Болит верхний зуб уже день,anamnesis,symptom,anamnesis_flow,variation,simple
1405,КОРОНКА СЛЕТЕЛА?!,anamnesis,complaint,anamnesis_flow,augmented,simple
1406,ХОЧУ ВОЗРВАТ,negative_feedback,general,escalation_flow,augmented,simple
1407,Спасибо за опмощь,conversational,gratitude,conversation_flow,augmented,simple
1408,После осмотр уИ ванова стало хуже,negative_feedback,quality,escalation_flow,augmented,medium
1409,До встречи!,conversational,farewell,conversation_flow,augmented,simple
1410,Добрый веечр,conversational,greeting,conversation_flow,augmented,simple
1411,"слетела коронка ,что делать...",anamnesis,complaint,anamnesis_flow,augmented,complex
1412,"Скажите, добрый день",conversational,greeting,conversation_flow,augmented,complex
1413,Запись к гигиенисту на сегодня,booking,new_appointment,booking_flow,variation,simple
1414,Невежливое обслуживание спасибо,negative_feedback,staff,escalation_flow,augmented,simple
1415,Мне не перезвоинли два дня,negative_feedback,service_issue,escalation_flow,augmented,simple
1416,"Здравствуйте, работаете с наркозом?",faq,clinic_info,faq_flow,augmented,complex
1417,Сколько длится виниры заранее спасибо!!,faq,procedure,faq_flow,augmented,simple
1418,Какая цЕна спасибо,faq,price,faq_flow,augmented,simple
1419,Сколько длится коронку...,faq,procedure,faq_flow,augmented,simple
1420,Надо подумать пожалуйста,conversational,unclear,clarification_flow,augmented,simple
1421,Сколько стоит имплантацию?,faq,price,faq_flow,variation,simple
1422,Сколько нельзя пить алкоголь после коронку,faq,visit_prep,faq_flow,augmented,medium
1423,"Скажите, спасибо за информацию?!",conversational,gratitude,conversation_flow,augmented,complex
1424,нижняя десна болит постоянно,anamnesis,symptom,anamnesis_flow,variation,simple
1425,Удачи 🦷,conversational,farewell,conversation_flow,augmented,simple
1426,"Скажите, случилось треснул зуб",anamnesis,complaint,anamnesis_flow,augmented,complex
1427,Планирую брекеты!,anamnesis,services,anamnesis_flow,augmented,simple
1428,Как проходит удаление,faq,procedure,faq_flow,augmented,simple
1429,"Здравствуйте, алло.",conversational,greeting,conversation_flow,augmented,complex
1430,Сколько длится пломбирование,faq,procedure,faq_flow,augmented,simple
1431,Почём протезирование 🦷,faq,price,faq_flow,augmented,simple
1432,"Привет, запись к имплантологу на на следующей неделе",booking,new_appointment,booking_flow,augmented,complex
1433,После профгигиену у Кузнецвоой стало хуже,negative_feedback,quality,escalation_flow,augmented,medium
1434,"Здравствуйте, хочу почистить зубы",anamnesis,services,anamnesis_flow,augmented,complex
1435,элайнеры сколько стиот?,faq,price,faq_flow,augmented,simple
1436,нижняя десна болит постоянно?,anamnesis,symptom,anamnesis_flow,augmented,simple
1437,Спасибо за информацию пожалуйста!,conversational,gratitude,conversation_flow,augmented,simple
1438,Не решил ещё!,conversational,unclear,clarification_flow,augmented,simple
1439,"Скажите, алло 🙏",conversational,greeting,conversation_flow,augmented,complex
1440,А что лучше спасибо спасибо,faq,followup,faq_flow,augmented,simple
1441,Хорошего дн я😊,conversational,farewell,conversation_flow,augmented,simple
1442,язвочки на слизистой спасибо,anamnesis,complaint,anamnesis_flow,augmented,simple
1443,Можно перенести на воскресенье пожалуйста,booking,reschedule,booking_flow,augmented,simple
1444,Не знаю 😢,conversational,unclear,clarification_flow,augmented,simple
1445,СКОЛЬКО НЕЛЬЗЯ ЗАНИМАТЬСЯ СПОРТОМ ПОСЛЕ ЭЛАЙНЕРЫ.,faq,visit_prep,faq_flow,augmented,medium
1446,Не понарвилсоь,negative_feedback,general,escalation_flow,augmented,simple
1447,"Скажите, возможно",conversational,unclear,clarification_flow,augmented,complex
1448,Возомжно!,conversational,unclear,clarification_flow,augmented,simple
1449,"Скажите, где оставить жалобу?",negative_feedback,general,escalation_flow,augmented,complex
1450,Не уделили внимания спасибо,negative_feedback,staff,escalation_flow,augmented,simple
1451,Есть рассрочка заранее спасибо,faq,price,faq_flow,augmented,simple
1452,"Здравствуйте, у меня боль при жевании день",anamnesis,symptom,anamnesis_flow,augmented,complex
1453,"Здравствуйте, цена на лечение кариеса?",faq,price,faq_flow,augmented,complex
1454,"Добрый день, после лечение кариеса у Иванова стало хуже 🙏",negative_feedback,quality,escalation_flow,augmented,complex
1455,верхний зуб болит ночью,anamnesis,symptom,anamnesis_flow,variation,simple
1456,виниры это больно,faq,procedure,faq_flow,augmented,simple
1457,"Привет, пока!",conversational,farewell,conversation_flow,augmented,complex
1458,"Отмените запись, форс-мажор?!",booking,cancel,booking_flow,augmented,complex
1459,"Скажите, запись к имплантологу на среду",booking,new_appointment,booking_flow,augmented,complex
1460,МОЖНО ПЕРЕНЕСТИ НА ВОСКРЕСЕНЬЕ заранее спасибо,booking,reschedule,booking_flow,augmented,medium
1461,Интересуети мплантацию,anamnesis,services,anamnesis_flow,augmented,simple
1462,Сколько нельзя курить после виниры!!,faq,visit_prep,faq_flow,augmented,simple
1463,Запись к детскому стоматологу на воскресенье спасибо,booking,new_appointment,booking_flow,augmented,medium
1464,Хочу отбеливнаие,anamnesis,services,anamnesis_flow,augmented,simple
1465,Можно перенести на на следующей неделе,booking,reschedule,booking_flow,augmented,medium
1466,"шатается зуб, что делать 🦷",anamnesis,complaint,anamnesis_flow,augmented,complex
1467,"Здравствуйте, откололс язуб, что делать?",anamnesis,complaint,anamnesis_flow,augmented,complex
1468,Планирую осмотр пожалуйста,anamnesis,services,anamnesis_flow,augmented,simple
1469,нижняя десна болит очень пожалуйста пожалуйста,anamnesis,symptom,anamnesis_flow,augmented,medium
1470,случилось треснул зуб?!,anamnesis,complaint,anamnesis_flow,augmented,simple
1471,Как проходит лечение заранее спасибо,faq,procedure,faq_flow,augmented,simple
1472,"Скажите, это возмутительно",negative_feedback,general,escalation_flow,augmented,complex
1473,врач смирновой не объяснил пожалуйста,negative_feedback,staff,escalation_flow,augmented,simple
1474,"Привет, да, хорошо",conversational,confirmation,conversation_flow,augmented,complex
1475,Запись к эндодонтисту на утро,booking,new_appointment,booking_flow,variation,simple
1476,Ок пожалуйста пожалуйста,conversational,confirmation,conversation_flow,augmented,simple
1477,Не решил ещё спасибо,conversational,unclear,clarification_flow,augmented,simple
1478,Понятно!,conversational,confirmation,conversation_flow,augmented,simple
1479,Интересует лечение кариеса заранее спасибо,anamnesis,services,anamnesis_flow,augmented,simple
1480,Это безобразие 😢...,negative_feedback,general,escalation_flow,augmented,simple
1481,Всего доброг о👍,conversational,farewell,conversation_flow,augmented,simple
1482,НИЧЕГО НЕ ОБЪЯСНИЛИ!,negative_feedback,staff,escalation_flow,augmented,simple
1483,Почём элайнеры 🦷,faq,price,faq_flow,augmented,simple
1484,Почём лечение каналов,faq,price,faq_flow,augmented,simple
1485,Ничего не объяснили спасибо,negative_feedback,staff,escalation_flow,augmented,simple
1486,Можно есть перед приёмом,faq,visit_prep,faq_flow,augmented,simple
1487,Сколько нельзя пить после лечение кариеса,faq,visit_prep,faq_flow,augmented,medium
1488,Хорошего дня пожалуйста спасибо,conversational,farewell,conversation_flow,augmented,simple
1489,После брекеты у Иванова стало хуже,negative_feedback,quality,escalation_flow,variation,medium
1490,после снимок у кузнецовой стало хуже 😊,negative_feedback,quality,escalation_flow,augmented,medium
1491,Расскажите больше!!,faq,followup,faq_flow,augmented,simple
1492,После лечение каналов у Смирновой стало хуже,negative_feedback,quality,escalation_flow,variation,medium
1493,"Подскажите, выпала пломба",anamnesis,complaint,anamnesis_flow,augmented,complex
1494,Какая цена на пломбирование?,faq,price,faq_flow,variation,simple
1495,Интересует удаление,anamnesis,services,anamnesis_flow,variation,simple
1496,Не рекомендую...,negative_feedback,general,escalation_flow,augmented,simple
1497,Случилось шатается зуб 😊,anamnesis,complaint,anamnesis_flow,augmented,simple
1498,Всего охрошего,conversational,farewell,conversation_flow,augmented,simple
1499,Спасибо за информацию 😊,conversational,gratitude,conversation_flow,augmented,simple
1500,Я вам перезвною,conversational,unclear,clarification_flow,augmented,simple
1501,Перенесите на субботу?!,booking,reschedule,booking_flow,augmented,simple
1502,Протез сломался заранее спасибо!!,anamnesis,complaint,anamnesis_flow,augmented,simple
1503,"Привет, уточните, пожалуйста",faq,followup,faq_flow,augmented,complex
1504,Нужно КТ 😊 заранее спасибо,anamnesis,services,anamnesis_flow,augmented,simple
1505,После консультацию у Морозовой стало хуже,negative_feedback,quality,escalation_flow,variation,medium
1506,"Привет, хорошего дня 🦷",conversational,farewell,conversation_flow,augmented,complex
1507,"Добрый день, врач ничего не знает?",negative_feedback,staff,escalation_flow,augmented,complex
1508,"Здравтсвуйте, случилось откололся зуб",anamnesis,complaint,anamnesis_flow,augmented,complex
1509,Стоимость удаления?,faq,price,faq_flow,template,simple
1510,После лечение кариеса у Козловой стало хуже,negative_feedback,quality,escalation_flow,variation,medium
1511,"Здравствуйте, смирновой был груб.",negative_feedback,staff,escalation_flow,augmented,complex
1512,"Добрый день, не получается в это время",booking,reschedule,booking_flow,augmented,complex
1513,Хочу пожаловаться.,negative_feedback,general,escalation_flow,augmented,simple
1514,Не работает онлайн-запись пожалуйста,negative_feedback,service_issue,escalation_flow,augmented,simple
1515,Какой адрес...,faq,clinic_info,faq_flow,augmented,simple
1516,"Добрый день, согласен",conversational,confirmation,conversation_flow,augmented,complex
1517,"Привет, сидорова был груб",negative_feedback,staff,escalation_flow,augmented,complex
1518,Приложение глючит 👍,negative_feedback,service_issue,escalation_flow,augmented,simple
1519,Не смог дозвониться заранее спасибо,negative_feedback,service_issue,escalation_flow,augmented,simple
1520,Надо опдумать,conversational,unclear,clarification_flow,augmented,simple
1521,"Подскажите, планирую пломбирование",anamnesis,services,anamnesis_flow,augmented,complex
1522,Прощайте заранее спасибо,conversational,farewell,conversation_flow,augmented,simple
1523,После осмотр у Смирновой стало хуже,negative_feedback,quality,escalation_flow,variation,medium
1524,У меня запах изо рта с утра,anamnesis,symptom,anamnesis_flow,variation,medium
1525,Элайнер треснул!,anamnesis,complaint,anamnesis_flow,augmented,simple
1526,Почём имплантацию?,faq,price,faq_flow,variation,simple
1527,РАЗОЧАРОВАН?,negative_feedback,general,escalation_flow,augmented,simple
1528,Запись к пародонтологу на послезавтра,booking,new_appointment,booking_flow,variation,simple
1529,Почём брекеты спасибо,faq,price,faq_flow,augmented,simple
1530,что нельзя после удаление пожалуйста,faq,visit_prep,faq_flow,augmented,simple
1531,Эй спасибо 🦷,conversational,greeting,conversation_flow,augmented,simple
1532,НУЖЕН ПРОТЕЗ 👍,anamnesis,services,anamnesis_flow,augmented,simple
1533,"Привет, не рекомендую",negative_feedback,general,escalation_flow,augmented,complex
1534,Прикусил язык пожалуйста,anamnesis,complaint,anamnesis_flow,augmented,simple
1535,У меня боль от холодного давно,anamnesis,symptom,anamnesis_flow,variation,medium
1536,"Здравствуйте, что будут делать?",faq,procedure,faq_flow,augmented,complex
1537,Запись потеряли заранее спасибо,negative_feedback,service_issue,escalation_flow,augmented,simple
1538,нижняя десна болит ночью,anamnesis,symptom,anamnesis_flow,variation,simple
1539,Мне не перезвонили несколько дней 🦷,negative_feedback,service_issue,escalation_flow,augmented,medium
1540,Есть время на сегодня?,booking,new_appointment,booking_flow,variation,simple
1541,"Добрый день, врач Сидорова не объяснил",negative_feedback,staff,escalation_flow,augmented,complex
1542,"Утончите, пожалуйста пожалуйста",faq,followup,faq_flow,augmented,complex
1543,"Добрый день, здравствуйте, врач ничего не знает",negative_feedback,staff,escalation_flow,augmented,complex
1544,Прощайте 👍,conversational,farewell,conversation_flow,augmented,simple
1545,Можно в рассрочку,faq,price,faq_flow,augmented,simple
1546,Врач Иванова не объяснил,negative_feedback,staff,escalation_flow,variation,simple
1547,ВозможнО?!,conversational,unclear,clarification_flow,augmented,simple
1548,Какие ещ ёварианты?,faq,followup,faq_flow,augmented,simple
1549,Пеерзвоню,conversational,unclear,clarification_flow,augmented,simple
1550,Есть WhatsApp 🦷,faq,clinic_info,faq_flow,augmented,simple
1551,Ждал две недели.,negative_feedback,service_issue,escalation_flow,augmented,simple
1552,Можно перенести на на этой неделе?,booking,reschedule,booking_flow,variation,medium
1553,Какие ещё варианыт,faq,followup,faq_flow,augmented,simple
1554,Не знаю 🦷,conversational,unclear,clarification_flow,augmented,simple
1555,"Скажите, а можно по-другому 🙏",faq,followup,faq_flow,augmented,complex
1556,Врач Волкова не объяснил спасибо,negative_feedback,staff,escalation_flow,augmented,simple
1557,"Добрый день, язвочки на слизистой",anamnesis,complaint,anamnesis_flow,augmented,complex
1558,Можно перенести на вечер?,booking,reschedule,booking_flow,variation,simple
1559,коронку сколько стоит 😢,faq,price,faq_flow,augmented,simple
1560,СМИРНОВОЙ БЫЛ ГРУБ?,negative_feedback,staff,escalation_flow,augmented,simple
1561,"Скажите, хочу отбеливание",anamnesis,services,anamnesis_flow,augmented,complex
1562,После снимок у Иавнова стало хуже,negative_feedback,quality,escalation_flow,augmented,medium
1563,"Здравствуйте, после снимок у Петровой стало хуже",negative_feedback,quality,escalation_flow,augmented,complex
1564,"Отмените, пожалуйста 🦷",booking,cancel,booking_flow,augmented,complex
1565,Перенесите на вечер,booking,reschedule,booking_flow,variation,simple
1566,благодарю вас 😢,conversational,gratitude,conversation_flow,augmented,simple
1567,У меня откололся зуб 👍 🦷,anamnesis,complaint,anamnesis_flow,augmented,medium
1568,ВраЧ Петровой не объянсил,negative_feedback,staff,escalation_flow,augmented,simple
1569,РабОтаете с наркозом,faq,clinic_info,faq_flow,augmented,simple
1570,"Отмените запись, уезжаю",booking,cancel,booking_flow,variation,simple
1571,Спасибо большое 👍?,conversational,gratitude,conversation_flow,augmented,simple
1572,Запись к ортопеду на на следующей неделе,booking,new_appointment,booking_flow,variation,medium
1573,Невелживое обслуживание!!,negative_feedback,staff,escalation_flow,augmented,simple
1574,Разочарован,negative_feedback,general,escalation_flow,template,simple
1575,Запись к ортопеду на вечер,booking,new_appointment,booking_flow,variation,simple
1576,Вра чВолкова не объяснил,negative_feedback,staff,escalation_flow,augmented,simple
1577,"Добрый день, какая стоимость!",faq,price,faq_flow,augmented,complex
1578,Часы работы,faq,clinic_info,faq_flow,augmented,simple
1579,После имплантацию у Иванова стало хуже 🙏,negative_feedback,quality,escalation_flow,augmented,medium
1580,Слчуилось откололся зуб,anamnesis,complaint,anamnesis_flow,augmented,simple
1581,"Скажите, поясните, пожалуйста",faq,followup,faq_flow,augmented,complex
1582,верхняя десна немного болит,anamnesis,symptom,anamnesis_flow,variation,simple
1583,После пломбирование у Кузнецовой стало хуже,negative_feedback,quality,escalation_flow,variation,medium
1584,Уберите мою запись,booking,cancel,booking_flow,template,simple
1585,"боль от горячего, что делать 😢",anamnesis,symptom,anamnesis_flow,augmented,complex
1586,есть рассрочка спасибо,faq,price,faq_flow,augmented,simple
1587,"поясните, пожалуйста 👍",faq,followup,faq_flow,augmented,complex
1588,Так и не перезвонили 🙏,negative_feedback,service_issue,escalation_flow,augmented,simple
1589,Хочу поговорить с руководством,negative_feedback,general,escalation_flow,template,simple
1590,Работаете в вечер?,faq,clinic_info,faq_flow,variation,simple
1591,Сколько длится коронку!,faq,procedure,faq_flow,augmented,simple
1592,Хочу реставрацию зуба заранее спасибо,anamnesis,services,anamnesis_flow,augmented,simple
1593,"Подскажите, прощайте!!",conversational,farewell,conversation_flow,augmented,complex
1594,Запись к ортопеду на послезавтра,booking,new_appointment,booking_flow,variation,simple
1595,Есть у вас рентген спасибо.,faq,clinic_info,faq_flow,augmented,simple
1596,"Отемните запись, заболел",booking,cancel,booking_flow,augmented,complex
1597,"Добрый день, ок.",conversational,confirmation,conversation_flow,augmented,complex
1598,какая цена на профгигиену заранее спасибо,faq,price,faq_flow,augmented,medium
1599,Есть прайс-лист...,faq,price,faq_flow,augmented,simple
1600,Возмонжо,conversational,unclear,clarification_flow,augmented,simple
1601,Какп роходит процедура?,faq,procedure,faq_flow,augmented,simple
1602,"Скажите, как делают?",faq,procedure,faq_flow,augmented,complex
1603,Вернитед еньги,negative_feedback,general,escalation_flow,augmented,simple
1604,Пока не решил 👍,conversational,unclear,clarification_flow,augmented,simple
1605,перенесите на пятницу...,booking,reschedule,booking_flow,augmented,simple
1606,Пока 👍,conversational,farewell,conversation_flow,augmented,simple
1607,СПАСИБО ЗА ИНФОРМАЦИЮ 👍,conversational,gratitude,conversation_flow,augmented,simple
1608,Как проходит виниры 😢,faq,procedure,faq_flow,augmented,simple
1609,ДО СКОЛЬКИ РАБОТАЕТЕ!!,faq,clinic_info,faq_flow,augmented,simple
1610,Не сейчас,conversational,unclear,clarification_flow,template,simple
1611,Добрый день спасибо,conversational,greeting,conversation_flow,augmented,simple
1612,"Добрый день,е сть WhatsApp?",faq,clinic_info,faq_flow,augmented,complex
1613,СНИМИТЕ МЕНЯ С ЗАПИСИ...,booking,cancel,booking_flow,augmented,simple
1614,МОЖНО ПЕЕРНЕСТИ НА ВЕЧЕР?,booking,reschedule,booking_flow,augmented,simple
1615,коронку сколько стоит,faq,price,faq_flow,augmented,simple
1616,"Скажите, долго жДал в очереди",negative_feedback,service_issue,escalation_flow,augmented,complex
1617,"Добрый день, где остАвить жалобу?",negative_feedback,general,escalation_flow,augmented,complex
1618,"Здравствуйте, приём начался с опозданием",negative_feedback,service_issue,escalation_flow,augmented,complex
1619,"Здравствуйте, запись куда-то пропала",negative_feedback,service_issue,escalation_flow,augmented,complex
1620,Хочу вовзрат,negative_feedback,general,escalation_flow,augmented,simple
1621,Ничего не объяснили.,negative_feedback,staff,escalation_flow,augmented,simple
1622,Сколько длится реставрацию.,faq,procedure,faq_flow,augmented,simple
1623,Волкова был груб спасибо,negative_feedback,staff,escalation_flow,augmented,simple
1624,Хочу изменить время записи 😊,booking,reschedule,booking_flow,augmented,simple
1625,Добрый деьн!,conversational,greeting,conversation_flow,augmented,simple
1626,Хочу оставить жалобу 🦷,negative_feedback,general,escalation_flow,augmented,simple
1627,Перенесите на понедельник заранее спасибо,booking,reschedule,booking_flow,augmented,simple
1628,ХОЧУ ЛЕЧЕНИЕ КАНАЛОВ 😢,anamnesis,services,anamnesis_flow,augmented,simple
1629,"Здравствуйте, не сообщили о переносе",negative_feedback,service_issue,escalation_flow,augmented,complex
1630,ПЕРЕЗАПИШИТЕ НА ДРУГОЕ ВРЕМЯ.,booking,reschedule,booking_flow,augmented,simple
1631,Можно перенести на среду?,booking,reschedule,booking_flow,variation,simple
1632,Сколько стоит КТ 👍,faq,price,faq_flow,augmented,simple
1633,Перенесите на на этой неделе 🙏 😢,booking,reschedule,booking_flow,augmented,medium
1634,После виниры у Новикова стало хуже!!,negative_feedback,quality,escalation_flow,augmented,medium
1635,большен е приду,negative_feedback,general,escalation_flow,augmented,simple
1636,Сколько нельзя курить после удаление пожалуйста,faq,visit_prep,faq_flow,augmented,medium
1637,Пломбав ыпала,anamnesis,complaint,anamnesis_flow,augmented,simple
1638,До свидания 😢 заранее спасибо,conversational,farewell,conversation_flow,augmented,simple
1639,Буду заранее спасибо,conversational,confirmation,conversation_flow,augmented,simple
1640,Недоволен обслуживанием,negative_feedback,general,escalation_flow,template,simple
1641,"Подскажите, что если не поможет?",faq,followup,faq_flow,augmented,complex
1642,Не работаето нлайн-запись,negative_feedback,service_issue,escalation_flow,augmented,simple
1643,У меня кровоточивость давно,anamnesis,symptom,anamnesis_flow,variation,simple
1644,записьк  челюстно-лицевому хирургу на среду,booking,new_appointment,booking_flow,augmented,simple
1645,Спасибо за помощь...,conversational,gratitude,conversation_flow,augmented,simple
1646,"Подскажите, не сейчас",conversational,unclear,clarification_flow,augmented,complex
1647,"ПРИВЕТ, ВРАЧ ЛЕБЕДЕВОЙ НЕ ОБЪЯСНИЛ",negative_feedback,staff,escalation_flow,augmented,complex
1648,"Привет, как проходит реставрацию?",faq,procedure,faq_flow,augmented,complex
1649,"откололся узб, что делать?",anamnesis,complaint,anamnesis_flow,augmented,complex
1650,"Спасибо, всё понятно",conversational,gratitude,conversation_flow,template,simple
1651,ПРИКУСИЛ ЩЁКУ!,anamnesis,complaint,anamnesis_flow,augmented,simple
1652,Есть седация.,faq,clinic_info,faq_flow,augmented,simple
1653,Я вам перезвоню,conversational,unclear,clarification_flow,template,simple
1654,челюсть нменого болит,anamnesis,symptom,anamnesis_flow,augmented,simple
1655,Пока пожалуйста.,conversational,farewell,conversation_flow,augmented,simple
1656,До свидания заранее спасибо 😊,conversational,farewell,conversation_flow,augmented,simple
1657,Всего хороешго 😢,conversational,farewell,conversation_flow,augmented,simple
1658,Буду 👍,conversational,confirmation,conversation_flow,augmented,simple
1659,Сколько стоит лечение кариеса,faq,price,faq_flow,augmented,simple
1660,"Добрый день, не сейчас",conversational,unclear,clarification_flow,augmented,complex
1661,Перенесите на пятницу,booking,reschedule,booking_flow,variation,simple
1662,Почём коронку спасибо 🙏,faq,price,faq_flow,augmented,simple
1663,Запись к ортодонту на утро,booking,new_appointment,booking_flow,variation,simple
1664,Элайнер треснул 🦷,anamnesis,complaint,anamnesis_flow,augmented,simple
1665,Работаете в выохдные?,faq,clinic_info,faq_flow,augmented,simple
1666,"Подскажите, какие ещё варианты?",faq,followup,faq_flow,augmented,complex
1667,Не знаю?,conversational,unclear,clarification_flow,augmented,simple
1668,После лечение кариеса у Волковас тало хуже,negative_feedback,quality,escalation_flow,augmented,medium
1669,Можно перенеСти на сегодня пожалуйста,booking,reschedule,booking_flow,augmented,simple
1670,Иванова был груб заранее спасибо,negative_feedback,staff,escalation_flow,augmented,simple
1671,Здравствуйте спасибо?,conversational,greeting,conversation_flow,augmented,simple
1672,Какие материалы используете?,faq,procedure,faq_flow,template,simple
1673,"Привет, а что лучше",faq,followup,faq_flow,augmented,complex
1674,"Добрый день, работаете в послезавтра?",faq,clinic_info,faq_flow,augmented,complex
1675,Хочу возврат 🙏,negative_feedback,general,escalation_flow,augmented,simple
1676,Позовите главврача?!,negative_feedback,general,escalation_flow,augmented,simple
1677,"Добрый день, спасибо большое.",conversational,gratitude,conversation_flow,augmented,complex
1678,"Здравствуйте, а можно по-другому?",faq,followup,faq_flow,augmented,complex
1679,Сколько енльзя есть после отбеливание?,faq,visit_prep,faq_flow,augmented,simple
1680,Хочу сдвинуть время спасибо,booking,reschedule,booking_flow,augmented,simple
1681,Как подготовиться к элайнеры!!,faq,visit_prep,faq_flow,augmented,simple
1682,До свидания 👍 пожалуйста,conversational,farewell,conversation_flow,augmented,simple
1683,Как делают?!,faq,procedure,faq_flow,augmented,simple
1684,Есть акици?,faq,price,faq_flow,augmented,simple
1685,Смирновойб ыл груб,negative_feedback,staff,escalation_flow,augmented,simple
1686,верхний зуб болит очень,anamnesis,symptom,anamnesis_flow,variation,simple
1687,Винир отклеился 👍,anamnesis,complaint,anamnesis_flow,augmented,simple
1688,"Подскажите, я вам перезвоню!!",conversational,unclear,clarification_flow,augmented,complex
1689,Стоимостьк оронки?,faq,price,faq_flow,augmented,simple
1690,нижний зуб болит ночью,anamnesis,symptom,anamnesis_flow,variation,simple
1691,Спасибо за информацию заранее спасибо,conversational,gratitude,conversation_flow,augmented,simple
1692,У меня ноющая боль два дня,anamnesis,symptom,anamnesis_flow,variation,medium
1693,Случилось тресунл зуб,anamnesis,complaint,anamnesis_flow,augmented,simple
1694,Принято!,conversational,confirmation,conversation_flow,augmented,simple
1695,Прощайте спасибо,conversational,farewell,conversation_flow,augmented,simple
1696,"Добрый день, сколько нельзя курить после лечение кариеса?",faq,visit_prep,faq_flow,augmented,complex
1697,СпасибО за помощь 🦷,conversational,gratitude,conversation_flow,augmented,simple
1698,Рядом есть метро 😊,faq,clinic_info,faq_flow,augmented,simple
1699,НЕ РЕКОМЕНДУЮ пожалуйста,negative_feedback,general,escalation_flow,augmented,simple
1700,передний зуб болит сильно 😢,anamnesis,symptom,anamnesis_flow,augmented,simple
1701,"Привет, работаете в понедельник?",faq,clinic_info,faq_flow,augmented,complex
1702,"Привет, смирновой был груб",negative_feedback,staff,escalation_flow,augmented,complex
1703,добрео утро,conversational,greeting,conversation_flow,augmented,simple
1704,Можно перенести на среуд?,booking,reschedule,booking_flow,augmented,simple
1705,А ЧТО БУДЕТ ЕСЛИ!,faq,followup,faq_flow,augmented,simple
1706,Запись куда-то пропала заранее спасибо,negative_feedback,service_issue,escalation_flow,augmented,simple
1707,"Здравствуйте, планирую КТ",anamnesis,services,anamnesis_flow,augmented,complex
1708,Сколько длится имплантацию!!,faq,procedure,faq_flow,augmented,simple
1709,верхний зуб сильно болит?,anamnesis,symptom,anamnesis_flow,augmented,simple
1710,какие документы взять?!,faq,visit_prep,faq_flow,augmented,simple
1711,Разочраован,negative_feedback,general,escalation_flow,augmented,simple
1712,не знаю!,conversational,unclear,clarification_flow,augmented,simple
1713,Пероснал хамит,negative_feedback,staff,escalation_flow,augmented,simple
1714,"Спасибо, всё понятно 😊",conversational,gratitude,conversation_flow,augmented,complex
1715,на ближайшее время!!,booking,new_appointment,booking_flow,augmented,simple
1716,"Привет, здратсе",conversational,greeting,conversation_flow,augmented,complex
1717,Интересует консультацию 🙏,anamnesis,services,anamnesis_flow,augmented,simple
1718,удаление не помогло,negative_feedback,quality,escalation_flow,variation,simple
1719,А вдруг не получится!!,faq,followup,faq_flow,augmented,simple
1720,спс...,conversational,gratitude,conversation_flow,augmented,simple
1721,Перезвною,conversational,unclear,clarification_flow,augmented,simple
1722,Запись потреяли!!,negative_feedback,service_issue,escalation_flow,augmented,simple
1723,Подуамю!!,conversational,unclear,clarification_flow,augmented,simple
1724,"Скажите, благодарю...",conversational,gratitude,conversation_flow,augmented,complex
1725,какие ещё варианты!,faq,followup,faq_flow,augmented,simple
1726,"Да, кончено",conversational,confirmation,conversation_flow,augmented,complex
1727,Мне не епрезвонили несколько дней,negative_feedback,service_issue,escalation_flow,augmented,simple
1728,Сколько стоит чистку?,faq,price,faq_flow,variation,simple
1729,Понял.,conversational,confirmation,conversation_flow,augmented,simple
1730,А если я не буду?,faq,followup,faq_flow,template,simple
1731,ХОЧУ ОСТАВИТЬ ЖАЛОБУ 😊,negative_feedback,general,escalation_flow,augmented,simple
1732,"подскажите, у меня чувствительность две недели",anamnesis,symptom,anamnesis_flow,augmented,complex
1733,Хочу пожаловаться 🦷 пожалуйста,negative_feedback,general,escalation_flow,augmented,simple
1734,"Привет, а обязательно?",faq,followup,faq_flow,augmented,complex
1735,"Добрый день, интересует осмотр",anamnesis,services,anamnesis_flow,augmented,complex
1736,Здравствуйте 😢.,conversational,greeting,conversation_flow,augmented,simple
1737,После лечение кариеса у Новикова стало хуже,negative_feedback,quality,escalation_flow,variation,medium
1738,"ПРИВЕТ, ЛАДНО",conversational,confirmation,conversation_flow,augmented,complex
1739,сколько нельзя пить алкоголь после профгигиену 👍,faq,visit_prep,faq_flow,augmented,medium
1740,Работаете в на этой неделе 👍?,faq,clinic_info,faq_flow,augmented,medium
1741,Планирую лечение кариеса пожалуйста,anamnesis,services,anamnesis_flow,augmented,simple
1742,До встречи пожалуйста,conversational,farewell,conversation_flow,augmented,simple
1743,После протзеирование у Кузнецовой стало хуже,negative_feedback,quality,escalation_flow,augmented,medium
1744,"Здравствуйте, очень благодраен",conversational,gratitude,conversation_flow,augmented,complex
1745,зуб болит сильно,anamnesis,symptom,anamnesis_flow,variation,simple
