seed_id,text,route_domain,subtype,status,new_domain,new_subtype,faq_category,notes
seed_375,"Ну всё, удачи",unsupported,farewell_only,keep,,,n/a,
seed_376,Ааа,unsupported,unclear_short,keep,,,n/a,
seed_377,Ну,unsupported,unclear_short,keep,,,n/a,
seed_378,Ок,unsupported,unclear_short,keep,,,n/a,
seed_379,...,unsupported,unclear_short,keep,,,n/a,
seed_380,Хм,unsupported,unclear_short,keep,,,n/a,
seed_381,Да,unsupported,unclear_short,keep,,,n/a,
seed_382,Нет,unsupported,unclear_short,keep,,,n/a,
seed_383,Ага,unsupported,unclear_short,keep,,,n/a,
seed_384,Угу,unsupported,unclear_short,keep,,,n/a,
seed_385,Ладно,unsupported,unclear_short,keep,,,n/a,
seed_386,Не знаю,unsupported,unclear_short,keep,,,n/a,
seed_387,Подумаю,unsupported,unclear_short,keep,,,n/a,
seed_388,Ну такое,unsupported,unclear_short,keep,,,n/a,
seed_389,Эмм,unsupported,unclear_short,keep,,,n/a,
seed_390,Ой,unsupported,unclear_short,keep,,,n/a,
seed_391,Что?,unsupported,unclear_short,keep,,,n/a,
seed_392,А?,unsupported,unclear_short,keep,,,n/a,
seed_393,Ну да,unsupported,unclear_short,keep,,,n/a,
seed_394,Блин,unsupported,unclear_short,keep,,,n/a,
seed_395,Понятно,unsupported,unclear_short,keep,,,n/a,
seed_396,Ужасная клиника,unsupported,feedback,keep,,,n/a,
seed_397,"Спасибо, всё отлично",unsupported,feedback,keep,,,n/a,
seed_398,Хочу пожаловаться на врача,unsupported,feedback,keep,,,n/a,
seed_399,Долго ждал в очереди,unsupported,feedback,keep,,,n/a,
seed_400,Рекомендую вашу клинику,unsupported,feedback,keep,,,n/a,
seed_401,Ужасный сервис,unsupported,feedback,keep,,,n/a,
seed_402,Очень довольна лечением,unsupported,feedback,keep,,,n/a,
seed_403,Врач был груб,unsupported,feedback,keep,,,n/a,
seed_404,Лучшая клиника в городе,unsupported,feedback,keep,,,n/a,
seed_405,Не перезвонили как обещали,unsupported,feedback,keep,,,n/a,
seed_406,Хочу оставить отзыв,unsupported,feedback,keep,,,n/a,
seed_407,Вы меня разочаровали,unsupported,feedback,keep,,,n/a,
seed_408,Администратор хамит,unsupported,feedback,keep,,,n/a,
seed_409,"Спасибо доктору, зуб больше не болит",unsupported,feedback,keep,,,n/a,"'Спасибо доктору, зуб больше не болит' — feedback + resolved symptom. Оставлено как feedback."
seed_410,Хочу написать жалобу,unsupported,feedback,keep,,,n/a,
seed_411,Потеряли мою карту,unsupported,feedback,keep,,,n/a,
seed_412,Прекрасные специалисты,unsupported,feedback,keep,,,n/a,
seed_413,После вашего лечения стало хуже,anamnesis,complaint,relabel,anamnesis,complaint,n/a,post-treatment complaint → anamnesis (mixed_intent_rule). Исправлено в YAML.
seed_414,Очень уютная клиника,unsupported,feedback,keep,,,n/a,
seed_415,Напишу на вас в Росздравнадзор,unsupported,feedback,keep,,,n/a,
