candidate_idx,scenario,text,max_sim_to_hard,nearest_hard_id,max_sim_to_seed,nearest_seed_id,max_sim_to_train,nearest_train_id,auto_reject_reason,intra_pool_duplicate_of
222,simple_booking_clean,запись на пятницу убрать,0.7946,switch_038,0.8089,seed_293,0.8416,var_seed_262_2ffbd4,,
223,simple_booking_clean,НЕТ ВРЕМЕНИ НА СРЕДУ,0.6142,switch_041,0.6571,seed_274,0.6571,seed_274,,
224,simple_booking_clean,отмена для жены,0.754,hard_040,0.754,seed_291,0.7797,var_seed_300_6e0e4c,,
225,simple_booking_clean,снять на вечер,0.7248,switch_033,0.7292,seed_271,0.7593,var_seed_271_333968,,
226,simple_booking_clean,запишись меня на вечер пятницы,0.806,switch_036,0.7951,seed_269,0.8309,var_seed_262_2ffbd4,,
227,simple_booking_clean,Хочу к врачу на следующей неделе,0.7763,switch_048,0.7827,seed_241,0.8321,var_seed_228_a4cc50,,
228,simple_booking_clean,зпитесь ребенка утром,0.7172,switch_036,0.6652,seed_020,0.7321,var_seed_260_ad909b,,
229,simple_booking_clean,на прием свободно ли,0.689,hard_068,0.7731,seed_227,0.7731,seed_227,,
230,simple_booking_clean,перенести на утро можно ли,0.8614,switch_033,0.8407,seed_276,0.9675,var_seed_260_5abb9e,"hard>=0.85,train>=0.85",
231,simple_booking_clean,сдвинуть запись жены,0.7008,switch_015,0.8033,seed_275,0.8033,seed_275,,
232,simple_booking_clean,на субботу перекиньте,0.799,switch_044,0.8516,seed_256,0.8542,var_seed_256_6284a0,"seed>=0.85,train>=0.85",
233,simple_booking_clean,отменить на завтрашний день,0.8519,switch_038,0.8297,seed_303,0.9168,var_seed_303_9e886f,"hard>=0.85,train>=0.85",
234,simple_booking_clean,снимаю на 16 часов,0.6741,switch_036,0.7383,seed_313,0.7383,seed_313,,
235,simple_booking_clean,хочу записаться на понедельник,0.8533,switch_044,0.8779,seed_241,0.8959,var_seed_228_a4cc50,"hard>=0.85,seed>=0.85,train>=0.85",
236,simple_booking_clean,Запишитесь меня к врачу утром,0.8817,switch_036,0.7888,seed_237,0.8365,var_seed_235_5a92f1,hard>=0.85,
237,simple_booking_clean,можно на среду к стоматологу,0.7386,switch_041,0.7317,seed_232,0.7368,var_seed_232_5dea63,,
238,simple_booking_clean,запись на прием завтра,0.8292,switch_021,0.7467,seed_303,0.8005,var_seed_230_9d7807,,
239,simple_booking_clean,подскажите когда можно записаться,0.7924,hard_087,0.8409,seed_252,0.8131,var_seed_235_454ab5,,
240,simple_booking_clean,нужно место на пятницу,0.7338,switch_041,0.7597,seed_281,0.8297,var_seed_253_4c331d,,
241,simple_booking_clean,запишите ребенка на вечер,0.7503,switch_036,0.7814,seed_271,0.8322,var_seed_239_82f359,,
242,simple_booking_clean,хочу к стоматологу на следующей неделе,0.7607,hard_073,0.7815,seed_232,0.8491,var_seed_232_5dea63,,
243,simple_booking_clean,есть свободное время утро?,0.7173,switch_036,0.8347,seed_229,0.9354,var_seed_244_98e373,train>=0.85,
244,simple_booking_clean,запись на удаление камня,0.6781,switch_012,0.7342,seed_240,0.7761,var_seed_240_0cc919,,
245,simple_booking_clean,мне нужно записаться срочно но не сейчас,0.7433,hard_099,0.7966,seed_247,0.782,var_seed_235_454ab5,,
246,simple_booking_clean,на четверг место есть,0.7455,switch_041,0.7923,seed_269,0.8601,var_seed_253_4c331d,train>=0.85,
247,simple_booking_clean,запишите на осмотр,0.7845,hard_070,0.9967,seed_235,0.9967,seed_235,"seed>=0.85,train>=0.85",
248,simple_booking_clean,хочу прием в субботу,0.7349,switch_041,0.8364,seed_241,0.8364,seed_241,,
249,simple_booking_clean,для мамы запись сделайте,0.7445,switch_002,0.7226,seed_252,0.7447,var_seed_232_96d4cb,,
250,simple_booking_clean,перенести мою запись на завтра,0.8595,switch_038,0.8708,seed_258,0.89,var_seed_312_03957d,"hard>=0.85,seed>=0.85,train>=0.85",
251,simple_booking_clean,сдвиньте прием на вечер,0.7992,switch_033,0.8098,seed_271,0.8547,var_seed_256_3cc95e,train>=0.85,
252,simple_booking_clean,моя запись на 11 перенести,0.814,switch_015,0.8511,seed_258,0.8072,var_seed_256_b1a2cf,seed>=0.85,
253,simple_booking_clean,отложите меня на следующую неделю,0.8168,switch_044,0.8966,seed_261,0.8737,seed_278,"seed>=0.85,train>=0.85",
254,simple_booking_clean,Перенесите на 16 число,0.7314,switch_044,0.8009,seed_256,0.8009,seed_256,,
255,simple_booking_clean,неудобно в это время поменяйте,0.6587,hard_097,0.7963,seed_285,0.8221,var_seed_274_b81005,,
256,simple_booking_clean,сдвинуть прием на утро,0.7364,switch_036,0.789,seed_276,0.8568,var_seed_256_3cc95e,train>=0.85,
257,simple_booking_clean,запись на вторник перенести,0.8789,switch_044,0.8333,seed_258,0.8742,var_seed_277_2c966a,"hard>=0.85,train>=0.85",
258,simple_booking_clean,меня на 14:00 переставьте,0.7089,switch_038,0.8048,seed_263,0.8048,seed_263,,
259,simple_booking_clean,перенос на пятницу прошу,0.8528,switch_044,0.8635,seed_256,0.9172,var_seed_256_b1a2cf,"hard>=0.85,seed>=0.85,train>=0.85",
260,simple_booking_clean,изменим время приема,0.7033,switch_033,0.8605,seed_280,0.929,var_seed_280_56bf2a,"seed>=0.85,train>=0.85",
261,simple_booking_clean,на вечерок сдвиньте мою очередь,0.7785,switch_033,0.8111,seed_276,0.8582,var_seed_273_fbcc42,train>=0.85,
262,simple_booking_clean,отменить запись на сегодня,0.8454,hard_094,0.857,seed_286,0.8837,var_seed_291_2988d1,"seed>=0.85,train>=0.85",
263,simple_booking_clean,снимите меня с 10 утра,0.8021,switch_036,0.7325,seed_290,0.8219,var_seed_313_4b92f2,,
264,simple_booking_clean,Отмена приема завтра,0.8227,switch_038,0.9086,seed_303,0.9401,var_seed_303_c4210e,"seed>=0.85,train>=0.85",
265,simple_booking_clean,не пойду отмените,0.7462,hard_040,0.8306,seed_299,0.8674,var_seed_302_0f18e0,train>=0.85,
266,simple_booking_clean,уберите мою запись на среду,0.8205,hard_094,0.8948,seed_293,0.8541,seed_295,"seed>=0.85,train>=0.85",
267,simple_booking_clean,отменяю визит в пятницу,0.8032,switch_038,0.8232,seed_293,0.843,var_seed_288_a1cf64,,
268,simple_booking_clean,с меня снимите прием,0.7093,hard_094,0.8328,seed_290,0.87,var_seed_313_4b92f2,train>=0.85,
269,simple_booking_clean,не нужно больше запись удалите,0.6947,hard_094,0.7416,seed_299,0.7343,seed_315,,
270,simple_booking_clean,Отменить на 15 число,0.7745,hard_040,0.7745,seed_291,0.7774,var_seed_291_c3748c,,
271,simple_booking_clean,вычеркните меня из графика,0.7014,hard_094,0.7513,seed_301,0.7823,var_seed_313_bcc01f,,
272,simple_booking_clean,запись на вечер отменить,0.8629,hard_094,0.8442,seed_286,0.8808,var_seed_291_2988d1,"hard>=0.85,train>=0.85",
273,simple_booking_clean,хочу зписаться на утро,0.8719,switch_036,0.8359,seed_260,0.8359,seed_260,hard>=0.85,
274,simple_booking_clean,стоматологу на завтра место,0.6831,switch_021,0.7331,seed_232,0.7781,var_seed_231_2bad1f,,
275,simple_booking_clean,запишите на чистку,0.8954,switch_012,0.9376,seed_231,0.9838,var_seed_231_ddcd07,"hard>=0.85,seed>=0.85,train>=0.85",
276,simple_booking_clean,ребенку прием запишите,0.7448,hard_069,0.7586,seed_234,0.8299,var_seed_239_82f359,,
277,simple_booking_clean,на выходные можно?,0.7497,switch_011,0.7815,seed_277,0.7943,var_seed_137_37b588,,
278,simple_booking_clean,перенос записи на понедельник,0.9128,switch_044,0.807,seed_278,0.8839,var_seed_256_b1a2cf,"hard>=0.85,train>=0.85",
279,simple_booking_clean,поменяйте мне время на позже,0.7591,switch_044,0.9096,seed_285,0.9096,seed_285,"seed>=0.85,train>=0.85",
280,simple_booking_clean,запись сдвинуть на час,0.755,switch_015,0.8197,seed_273,0.8638,var_seed_279_96e88a,train>=0.85,
281,simple_booking_clean,отложу прием на неделю,0.7605,switch_044,0.8165,seed_278,0.8393,var_seed_278_f188fe,,
282,simple_booking_clean,мне на 12 перенести,0.7495,switch_033,0.7783,seed_276,0.8441,var_seed_264_3ea925,,
283,simple_booking_clean,отмена на завтра утро,0.8299,switch_038,0.8247,seed_303,0.9572,var_seed_303_9e886f,train>=0.85,
284,simple_booking_clean,снимите запись ребенка,0.7247,hard_033,0.7801,seed_290,0.7801,seed_290,,
285,simple_booking_clean,не приду в субботу отмените,0.7339,switch_038,0.7783,seed_277,0.8246,var_seed_303_9df66b,,
286,simple_booking_clean,удалить мою очередь,0.706,hard_094,0.7838,seed_306,0.774,seed_295,,
287,simple_booking_clean,записатся на четверг,0.8054,switch_041,0.8877,seed_269,0.8877,seed_269,"seed>=0.85,train>=0.85",
288,simple_booking_clean,к стоматологу утром,0.7493,hard_091,0.7826,seed_232,0.7838,var_seed_232_5dea63,,
289,simple_booking_clean,место на осмотр есть,0.7148,switch_024,0.7468,seed_105,0.7838,var_seed_230_c48f8d,,
290,simple_booking_clean,для жены запишете,0.7417,hard_033,0.6986,seed_275,0.734,var_seed_232_96d4cb,,
291,simple_booking_clean,перенесите на вечер пятницы,0.8418,switch_033,0.8984,seed_256,0.8984,seed_256,"seed>=0.85,train>=0.85",
292,simple_booking_clean,измени время приема,0.6963,switch_044,0.8552,seed_280,0.9141,var_seed_280_56bf2a,"seed>=0.85,train>=0.85",
293,simple_booking_clean,сдвиг на вторник,0.6382,switch_044,0.6584,seed_256,0.7271,var_seed_253_8b2203,intra_pool>=0.90,сдвиг на утро вторника
294,simple_booking_clean,отменить все записи,0.8026,hard_094,0.8547,seed_314,0.8691,var_seed_305_220381,"seed>=0.85,train>=0.85",
295,simple_booking_clean,вычеркнуть из списка,0.6884,hard_040,0.7984,seed_301,0.7225,seed_295,,
296,simple_booking_clean,не нужен прием снимите,0.6528,hard_158,0.7581,seed_299,0.8244,var_seed_289_728acb,,
297,simple_booking_clean,хочу на приём в среду,0.8381,switch_041,0.8806,seed_241,0.8806,seed_241,"seed>=0.85,train>=0.85",
298,simple_booking_clean,запись к доктору,0.7513,hard_074,0.7454,seed_237,0.8067,var_seed_272_6ba313,,
299,simple_booking_clean,утренний слот свободен,0.655,switch_036,0.745,seed_229,0.8025,var_seed_244_98e373,,
300,simple_booking_clean,папе нужно записаться,0.7273,hard_087,0.7666,seed_226,0.7777,var_seed_235_454ab5,,
301,simple_booking_clean,перенос на 17е,0.6581,switch_044,0.7209,seed_278,0.7229,var_seed_264_3a5703,,
302,simple_booking_clean,поменять день приема,0.7019,switch_044,0.803,seed_280,0.8839,var_seed_280_56bf2a,train>=0.85,
303,simple_booking_clean,запись на утро отложите,0.8149,switch_036,0.8259,seed_260,0.852,var_seed_260_ff322f,train>=0.85,
304,simple_booking_clean,отмена визита,0.8068,hard_040,0.8154,seed_288,0.8852,var_seed_288_a1cf64,train>=0.85,
305,simple_booking_clean,уберите меня на завтра,0.8025,switch_021,0.771,seed_303,0.844,var_seed_312_03957d,,
306,simple_booking_clean,отменяю на вечер,0.8162,switch_038,0.8196,seed_293,0.8152,seed_271,,
307,simple_booking_clean,зписать на пятницу,0.7231,hard_081,0.7542,seed_262,0.8188,var_seed_262_2ffbd4,,
308,simple_booking_clean,стоматология запись,0.7206,hard_069,0.8047,seed_232,0.8187,var_seed_239_c06764,,
309,simple_booking_clean,на лечение запишитесь,0.7414,hard_074,0.7931,seed_237,0.7876,var_seed_230_9d7807,,
310,simple_booking_clean,перенести прием ребенка,0.6986,switch_033,0.9439,seed_265,0.9439,seed_265,"seed>=0.85,train>=0.85",
311,simple_booking_clean,не иду отмените очередь,0.7468,switch_050,0.7991,seed_312,0.8478,var_seed_289_3b56b1,,
312,simple_booking_clean,снимите с графика,0.6276,hard_033,0.6222,seed_290,0.6968,var_seed_313_4b92f2,,
313,simple_symptom_clean,десна ноет уже третий день,0.7889,hard_063,0.6697,seed_032,0.7606,var_seed_017_3fa77c,,
314,simple_symptom_clean,Зуб реагирует на горячую еду,0.7217,hard_171,0.7162,seed_031,0.7343,var_seed_004_b232b9,,
315,simple_symptom_clean,Щека припухла после вчерашнего,0.7996,switch_019,0.7836,seed_005,0.7886,var_seed_005_c8a869,,
316,simple_symptom_clean,Болит когда жую хлеб,0.6821,hard_122,0.7118,seed_025,0.695,var_seed_009_21ce42,,
317,simple_symptom_clean,эмаль стирается на передних,0.6051,hard_110,0.642,seed_211,0.708,var_seed_027_24cb09,,
318,simple_symptom_clean,десны красные и чешутся,0.7341,switch_037,0.8389,seed_032,0.8389,seed_032,,
319,simple_symptom_clean,зуб ноет ночью не сплю,0.8124,switch_031,0.8145,seed_021,0.8518,var_seed_017_c08e69,train>=0.85,
320,simple_symptom_clean,После яблока зуб заныл,0.6539,hard_124,0.6964,seed_031,0.766,var_seed_018_dafd8c,,
321,simple_symptom_clean,язык прикусываю больно,0.736,hard_122,0.7603,seed_001,0.7567,var_seed_077_b4d1ea,,
322,simple_symptom_clean,дырка в зубе растет,0.8577,switch_045,0.7323,seed_053,0.8175,var_seed_090_c34a5c,hard>=0.85,
323,simple_symptom_clean,десна отекла слегка,0.7318,switch_003,0.6934,seed_024,0.6951,var_seed_009_713a7a,,
324,simple_symptom_clean,Зубы чувствительны к сладкому,0.7964,hard_027,0.7431,seed_025,0.7923,var_seed_004_172696,,
325,simple_symptom_clean,боли в челюсти по утрам,0.7205,hard_061h,0.8075,seed_020,0.8585,var_seed_020_7da8a1,train>=0.85,
326,simple_symptom_clean,корень зуба ломит,0.7057,hard_173,0.7075,seed_001,0.7488,var_seed_007_4f46d1,,
327,simple_symptom_clean,щека тянет когда открываю рот,0.7207,hard_170,0.7992,seed_008,0.8186,var_seed_008_61852e,,
328,simple_symptom_clean,кровь из десны утром,0.7572,hard_200,0.6708,seed_020,0.7448,var_seed_026_355ba1,,
329,simple_symptom_clean,зуб шатается немного,0.8867,hard_171,0.778,seed_014,0.8077,var_seed_014_bac2b8,hard>=0.85,
330,simple_symptom_clean,температура щека горячая,0.7251,hard_013,0.6713,seed_005,0.6713,seed_005,,
331,simple_symptom_clean,ноет жевательный зуб,0.7761,switch_031,0.7154,seed_001,0.7996,var_seed_015_ad1159,,
332,simple_symptom_clean,десны кровоточат при чистке,0.8906,hard_105,0.7623,seed_026,0.9264,var_seed_026_d4f71c,"hard>=0.85,train>=0.85",
333,simple_symptom_clean,боль пульсирует в зубе,0.7532,hard_086,0.8203,seed_001,0.8363,var_seed_017_05690c,,
334,simple_symptom_clean,запах плохой изо рта,0.6781,hard_174,0.951,seed_011,0.7032,var_seed_077_b4d1ea,seed>=0.85,
335,simple_symptom_clean,зубы темнеют со временем,0.7782,hard_121,0.8248,seed_027,0.874,var_seed_027_938cd1,train>=0.85,
336,simple_symptom_clean,щека опухла от зуба,0.7831,switch_019,0.8225,seed_005,0.8806,var_seed_005_335836,train>=0.85,
337,simple_symptom_clean,реагирует на холодный воздух,0.6552,hard_116,0.7136,seed_004,0.7136,seed_004,,
338,simple_symptom_clean,десна болит при нажатии,0.7722,hard_160,0.7201,seed_012,0.77,var_seed_043_774824,,
339,simple_symptom_clean,устал от зубной боли,0.7949,switch_016,0.798,seed_001,0.7088,var_seed_060_de5a3a,,
340,simple_symptom_clean,флюс надувается,0.7615,hard_166,0.6942,seed_034,0.5917,seed_018,,
341,simple_symptom_clean,зуб крошится кусочками,0.765,hard_171,0.8731,seed_046,0.7711,var_seed_037_ba1d5a,seed>=0.85,
342,simple_symptom_clean,чувствую дискомфорт в деснах,0.7538,switch_003,0.6757,seed_024,0.8377,var_seed_032_0a86be,,
343,simple_symptom_clean,больно глотать слюну,0.6839,hard_049,0.6656,seed_001,0.668,var_seed_070_0fbf0f,,
344,simple_symptom_clean,кровоточит десна еле чищу,0.7867,hard_105,0.7145,seed_002,0.833,var_seed_026_74d5eb,,
345,simple_symptom_clean,нижняя челюсть ноет,0.7072,hard_174,0.7018,seed_003,0.8008,var_seed_006_72236d,,
346,simple_symptom_clean,зубы болят от кислого,0.7032,hard_027,0.7586,seed_001,0.7566,var_seed_004_186c53,,
347,simple_symptom_clean,отек под языком,0.6971,hard_198,0.6353,seed_035,0.7411,var_seed_005_335836,,
348,simple_symptom_clean,температура поднялась от зуба,0.7991,hard_140,0.7429,seed_001,0.7585,var_seed_004_186c53,,
349,simple_symptom_clean,дырка черная в боку,0.7031,hard_121,0.6242,seed_061,0.7135,var_seed_090_e916eb,,
350,simple_symptom_clean,десны отступают от зубов,0.7293,hard_171,0.7001,seed_022,0.7636,var_seed_007_9ee62c,,
351,simple_symptom_clean,боль простреливает в ухо,0.7002,hard_061h,0.7966,seed_015,0.7966,seed_015,,
352,simple_symptom_clean,зубы стучат от холода,0.7744,hard_116,0.7339,seed_001,0.8808,var_seed_004_186c53,train>=0.85,
353,simple_symptom_clean,щека болит внутри,0.7976,hard_128,0.7219,seed_001,0.8086,var_seed_029_d8b9ce,,
354,simple_symptom_clean,кровь мешает есть,0.6681,hard_056,0.6693,seed_028,0.6704,var_seed_013_92a211,,
355,simple_symptom_clean,ноет после еды сладкой,0.7844,hard_027,0.7552,seed_025,0.7404,var_seed_009_c39b28,,
356,simple_symptom_clean,десна гноится чуть,0.7385,hard_063,0.7135,seed_018,0.8054,var_seed_018_0eccec,,
357,simple_symptom_clean,челюсть клинит иногда,0.7256,hard_163,0.7107,seed_020,0.7373,var_seed_020_7da8a1,,
358,simple_symptom_clean,зуб чувствительный стал,0.7802,hard_126,0.6735,seed_031,0.7951,var_seed_004_172696,,
359,simple_symptom_clean,раздражает постоянная боль,0.6985,hard_036,0.6924,seed_001,0.6785,seed_017,,
360,simple_symptom_clean,температура и зуб ноет,0.7914,hard_116,0.6825,seed_001,0.8105,var_seed_004_8fd4a9,,
361,simple_symptom_clean,дырка в молочном зубе,0.7675,switch_045,0.7012,seed_061,0.7632,var_seed_090_2e6509,,
362,simple_symptom_clean,десны зудят ночью,0.6796,switch_003,0.7269,seed_021,0.7884,var_seed_032_3ae814,,
363,simple_symptom_clean,боль от верхнего зуба,0.7051,hard_132,0.7665,seed_001,0.7711,var_seed_015_bebffd,,
364,simple_symptom_clean,кровит когда чищу сильно,0.7382,hard_135,0.7561,seed_026,0.7561,seed_026,,
365,simple_symptom_clean,щека тянет и болит,0.72,switch_019,0.725,seed_005,0.7337,var_seed_029_d8b9ce,,
366,simple_symptom_clean,зубы желтеют быстро,0.7012,hard_174,0.6875,seed_027,0.7215,var_seed_027_938cd1,,
367,simple_symptom_clean,пульсация в десне,0.6867,switch_003,0.7035,seed_033,0.7192,var_seed_032_3ae814,,
368,simple_symptom_clean,устала терпеть ноющую боль,0.709,switch_016,0.6682,seed_015,0.6873,var_seed_413_6de7f0,,
369,simple_symptom_clean,отек десны вырос,0.7742,hard_172,0.6609,seed_033,0.6605,var_seed_018_bd319c,,
370,simple_symptom_clean,больно кусать твердое,0.7214,hard_122,0.7225,seed_001,0.7181,var_seed_004_186c53,,
371,simple_symptom_clean,кровь из зуба капает,0.8248,hard_048,0.7832,seed_026,0.7939,var_seed_013_92a211,,
372,simple_symptom_clean,чувствительность на горячее,0.6103,hard_023,0.854,seed_004,0.854,seed_004,"seed>=0.85,train>=0.85",
373,simple_symptom_clean,десна воспалена красная,0.7413,switch_026,0.688,seed_030,0.701,var_seed_012_ed826c,,
374,simple_symptom_clean,зуб ломит в холод,0.786,hard_116,0.7274,seed_001,0.8637,var_seed_004_186c53,train>=0.85,
375,simple_symptom_clean,температура от флюса,0.6376,hard_139,0.6027,seed_034,0.5623,seed_004,,
376,simple_symptom_clean,шатается передний зуб,0.8261,hard_171,0.865,seed_041,0.8669,var_seed_041_d760af,"seed>=0.85,train>=0.85",
377,simple_symptom_clean,ноет весь ряд зубов,0.7729,hard_174,0.6855,seed_063,0.7638,var_seed_015_ad1159,,
378,simple_symptom_clean,десны болят при еде,0.7251,switch_003,0.688,seed_028,0.7385,var_seed_009_713a7a,,
379,simple_symptom_clean,боль отдаёт в голову,0.731,hard_060,0.8214,seed_015,0.8214,seed_015,,
380,simple_symptom_clean,кровоточит сильно десна,0.8224,hard_188,0.8198,seed_002,0.8239,var_seed_032_3ae814,,
381,simple_symptom_clean,зуб ноет от вчера,0.8224,hard_174,0.786,seed_001,0.8006,var_seed_015_ad1159,,
382,simple_symptom_clean,щека горячая опухшая,0.7599,switch_019,0.8064,seed_005,0.8148,var_seed_005_c8a869,,
383,simple_symptom_clean,эмаль тонкая трескалась,0.5842,hard_171,0.6088,seed_052,0.6469,var_seed_211_e6eec2,,
384,simple_symptom_clean,раздражает зуд в деснах,0.688,switch_003,0.6709,seed_001,0.922,var_seed_032_0a86be,train>=0.85,
385,simple_symptom_clean,пульсирует корень,0.6421,hard_166,0.6365,seed_007,0.6365,seed_007,,
386,simple_symptom_clean,больно дышать холодным,0.6875,hard_116,0.667,seed_004,0.7728,var_seed_004_186c53,,
387,simple_symptom_clean,десна кровит утром кофе,0.7312,hard_188,0.6564,seed_001,0.7296,var_seed_071_89ffcd,,
388,simple_symptom_clean,зубы ноют от усталости,0.7793,hard_174,0.7429,seed_001,0.7684,var_seed_006_35a899,,
389,simple_symptom_clean,отек челюсти небольшой,0.628,hard_198,0.5968,seed_023,0.661,var_seed_023_7140e7,,
390,simple_symptom_clean,не могу есть нормально,0.7067,switch_031,0.6966,seed_028,0.7119,var_seed_019_f23602,,
391,simple_symptom_clean,температура щека жжёт,0.7308,hard_013,0.6887,seed_005,0.6887,seed_005,,
392,simple_symptom_clean,дырка болит надавить,0.6762,hard_160,0.6964,seed_001,0.7648,var_seed_090_e916eb,,
393,simple_symptom_clean,десны чувствительные стали,0.6232,hard_023,0.6575,seed_081,0.6575,seed_081,,
394,simple_symptom_clean,десна кровоточит когда чищу зубы,0.874,hard_117,0.8529,seed_026,0.9361,var_seed_026_74d5eb,"hard>=0.85,seed>=0.85,train>=0.85",
395,simple_symptom_clean,Зуб ноет уже третий день подряд,0.8041,hard_174,0.7023,seed_001,0.7732,var_seed_017_3fa77c,,
396,simple_symptom_clean,щука опухла чуток после вчерашнего,0.6709,switch_019,0.6761,seed_005,0.6892,var_seed_005_c8a869,,
397,simple_symptom_clean,больно жевать на правой стороне,0.7159,hard_122,0.9583,seed_009,0.9583,seed_009,"seed>=0.85,train>=0.85",
398,simple_symptom_clean,зубик реагирует на холодную воду,0.7498,hard_116,0.6904,seed_022,0.8271,var_seed_004_172696,,
399,simple_symptom_clean,Десны чешутся и красные стали,0.7,hard_169,0.7451,seed_030,0.7813,var_seed_032_82f79c,,
400,simple_symptom_clean,ноет корень зуба при наклоне,0.6837,hard_116,0.6725,seed_001,0.7128,var_seed_006_35a899,,
401,simple_symptom_clean,флюс на десне выскочил вчера,0.8233,hard_125,0.7104,seed_033,0.6882,var_seed_009_713a7a,,
402,simple_symptom_clean,боль в зубе усиливается вечером,0.7456,hard_140,0.7802,seed_001,0.8471,var_seed_017_503d36,,
403,simple_symptom_clean,чувствую дырку в переднем зубе,0.8186,hard_121,0.7595,seed_041,0.7912,var_seed_065_3927dc,,
404,simple_symptom_clean,Ребенку 7 лет зуб болит сильно,0.8229,switch_042,0.7588,seed_001,0.8015,var_seed_029_dd7efa,,
405,simple_symptom_clean,десна отекла под нижним зубом,0.7475,hard_131,0.6944,seed_006,0.7621,var_seed_005_335836,,
406,simple_symptom_clean,зубы чувствительные к сладкому стали,0.7187,hard_027,0.6901,seed_025,0.7677,var_seed_004_172696,intra_pool>=0.90,Зубы чувствительны к сладкому
407,simple_symptom_clean,постоянно тянет щеку изнутри,0.702,switch_019,0.6974,seed_029,0.8005,var_seed_029_d8b9ce,,
408,simple_symptom_clean,кровь из десны по утрам идет,0.804,hard_200,0.7042,seed_002,0.7568,var_seed_026_4353ef,intra_pool>=0.90,кровь из десны утром
409,simple_symptom_clean,Болит когда на него нажимаю,0.7049,hard_036,0.7294,seed_001,0.6832,var_seed_196_93e065,,
410,simple_symptom_clean,запах странный изо рта появился,0.6852,hard_199,0.907,seed_011,0.6971,var_seed_070_542f5b,seed>=0.85,
411,simple_symptom_clean,жевательный зуб заболел внезапно,0.772,hard_122,0.7244,seed_001,0.7505,var_seed_006_884cd3,,
412,simple_symptom_clean,температура поднялась и зуб ноет,0.791,hard_116,0.7257,seed_001,0.7889,var_seed_004_8fd4a9,intra_pool>=0.90,температура и зуб ноет
413,simple_symptom_clean,десны болят при еде горячей,0.7218,hard_132,0.7472,seed_016,0.7835,var_seed_012_ed826c,intra_pool>=0.90,десны болят при еде
414,simple_symptom_clean,Щека припухла после удара,0.7459,hard_061j,0.7842,seed_031,0.7906,var_seed_005_335836,,
415,simple_symptom_clean,зуб реагирует на воздух холодный,0.7693,hard_116,0.6925,seed_022,0.8417,var_seed_004_172696,intra_pool>=0.90,зубик реагирует на холодную воду
416,simple_symptom_clean,устал от этой боли в десне,0.768,switch_013,0.6642,seed_001,0.7071,var_seed_024_9ffb5d,,
417,simple_symptom_clean,пульсация в зубе ночью мешает,0.6931,hard_140,0.7735,seed_017,0.9279,var_seed_017_05690c,train>=0.85,
418,simple_symptom_clean,опухоль на десне растет,0.843,hard_172,0.7559,seed_033,0.728,seed_024,,
419,simple_symptom_clean,больно чистить зубы теперь,0.7484,hard_144,0.7594,seed_001,0.8303,var_seed_056_9f575f,,
420,simple_symptom_clean,Дырка большая в зубе появилась,0.8357,switch_045,0.7402,seed_053,0.7985,var_seed_090_2e6509,,
421,simple_symptom_clean,кровит десна без причины,0.7664,hard_194,0.6904,seed_002,0.728,var_seed_026_d4f71c,,
422,simple_symptom_clean,зубы ноют от мороженого,0.8137,hard_116,0.6907,seed_001,0.8468,var_seed_004_8fd4a9,,
423,simple_symptom_clean,щека горячая и болит внутри,0.7365,hard_149,0.6663,seed_005,0.7169,var_seed_029_d8b9ce,intra_pool>=0.90,щека болит внутри
424,simple_symptom_clean,После яблока зуб заболел,0.6898,hard_124,0.7173,seed_001,0.8114,var_seed_049_38a218,intra_pool>=0.90,После яблока зуб заныл
425,simple_symptom_clean,десна воспалилась сильно,0.8157,hard_188,0.7055,seed_001,0.7894,var_seed_032_3ae814,,
426,simple_symptom_clean,чувствительность к теплу выросла,0.6773,switch_034,0.7402,seed_004,0.7402,seed_004,,
427,simple_symptom_clean,ноет верхний зуб справа,0.7417,hard_174,0.7396,seed_006,0.8316,var_seed_006_35a899,,
428,simple_symptom_clean,гнилостный привкус во рту,0.6356,hard_174,0.752,seed_011,0.6712,var_seed_077_b4d1ea,,
429,simple_symptom_clean,Болит десна у молочного зуба,0.7314,hard_132,0.7657,seed_001,0.7009,var_seed_004_186c53,,
430,simple_symptom_clean,зуб пульсирует при ходьбе,0.7589,hard_171,0.7224,seed_001,0.8191,var_seed_017_05690c,,
431,simple_symptom_clean,опухла щека от зуба,0.7988,switch_019,0.856,seed_005,0.8989,var_seed_005_335836,"seed>=0.85,train>=0.85",
432,simple_symptom_clean,кровь с десны капает,0.7908,hard_200,0.7357,seed_002,0.7867,var_seed_026_4353ef,,
433,simple_symptom_clean,реагирует на соленое сильно,0.6056,hard_199,0.6338,seed_025,0.6197,var_seed_326_c6bc4f,,
434,simple_symptom_clean,устала терпеть эту зубную боль,0.8047,switch_016,0.7608,seed_001,0.6887,seed_006,,
435,simple_symptom_clean,Десна болит и чешется,0.7871,hard_167,0.8012,seed_002,0.7431,seed_032,,
436,simple_symptom_clean,зуб ноет после чая горячего,0.7548,hard_116,0.6864,seed_001,0.77,var_seed_004_8fd4a9,,
437,simple_symptom_clean,температура 38 и десна опухла,0.7616,hard_061c,0.7459,seed_012,0.8517,var_seed_012_ed826c,train>=0.85,
438,simple_symptom_clean,прострелило зуб вчера вечером,0.7621,hard_048,0.7372,seed_021,0.7708,var_seed_017_503d36,,
