candidate_id,scenario,text,route_domain,subtype,urgency,ml_predicted_label,ml_predicted_conf,ml_gold_conf,audit_decision,audit_reason
p5_238,simple_symptom_clean,боль простреливает в ухо,anamnesis,complaint,normal,anamnesis,0.7367,0.7367,accept,ml_agrees
p5_239,simple_symptom_clean,щека болит внутри,anamnesis,complaint,normal,anamnesis,0.8592,0.8592,accept,ml_agrees
p5_240,simple_symptom_clean,кровь мешает есть,anamnesis,symptom,urgent,anamnesis,0.7581,0.7581,accept,ml_agrees
p5_241,simple_symptom_clean,ноет после еды сладкой,anamnesis,symptom,normal,anamnesis,0.767,0.767,accept,ml_agrees
p5_242,simple_symptom_clean,десна гноится чуть,anamnesis,complaint,urgent,anamnesis,0.8948,0.8948,accept,ml_agrees
p5_243,simple_symptom_clean,челюсть клинит иногда,anamnesis,symptom,normal,anamnesis,0.7755,0.7755,accept,ml_agrees
p5_244,simple_symptom_clean,зуб чувствительный стал,anamnesis,symptom,normal,anamnesis,0.8162,0.8162,accept,ml_agrees
p5_245,simple_symptom_clean,раздражает постоянная боль,anamnesis,complaint,normal,anamnesis,0.5892,0.5892,accept,ml_agrees
p5_246,simple_symptom_clean,температура и зуб ноет,anamnesis,symptom,urgent,anamnesis,0.8595,0.8595,accept,ml_agrees
p5_247,simple_symptom_clean,дырка в молочном зубе,anamnesis,symptom,normal,anamnesis,0.8287,0.8287,accept,ml_agrees
p5_248,simple_symptom_clean,десны зудят ночью,anamnesis,complaint,normal,anamnesis,0.9186,0.9186,accept,ml_agrees
p5_249,simple_symptom_clean,боль от верхнего зуба,anamnesis,symptom,normal,anamnesis,0.7362,0.7362,accept,ml_agrees
p5_250,simple_symptom_clean,кровит когда чищу сильно,anamnesis,symptom,urgent,anamnesis,0.7452,0.7452,accept,ml_agrees
p5_251,simple_symptom_clean,щека тянет и болит,anamnesis,complaint,normal,anamnesis,0.7554,0.7554,accept,ml_agrees
p5_252,simple_symptom_clean,зубы желтеют быстро,anamnesis,symptom,normal,anamnesis,0.7205,0.7205,accept,ml_agrees
p5_253,simple_symptom_clean,пульсация в десне,anamnesis,symptom,normal,anamnesis,0.805,0.805,accept,ml_agrees
p5_254,simple_symptom_clean,устала терпеть ноющую боль,anamnesis,complaint,normal,anamnesis,0.5855,0.5855,accept,ml_agrees
p5_255,simple_symptom_clean,отек десны вырос,anamnesis,symptom,normal,anamnesis,0.8106,0.8106,accept,ml_agrees
p5_256,simple_symptom_clean,больно кусать твердое,anamnesis,complaint,normal,anamnesis,0.6761,0.6761,accept,ml_agrees
p5_257,simple_symptom_clean,кровь из зуба капает,anamnesis,symptom,urgent,anamnesis,0.9278,0.9278,accept,ml_agrees
p5_258,simple_symptom_clean,десна воспалена красная,anamnesis,symptom,normal,anamnesis,0.793,0.793,accept,ml_agrees
p5_259,simple_symptom_clean,температура от флюса,anamnesis,symptom,urgent,anamnesis,0.4268,0.4268,accept,ml_agrees
p5_260,simple_symptom_clean,ноет весь ряд зубов,anamnesis,complaint,normal,anamnesis,0.8903,0.8903,accept,ml_agrees
p5_261,simple_symptom_clean,десны болят при еде,anamnesis,symptom,normal,anamnesis,0.7774,0.7774,accept,ml_agrees
p5_262,simple_symptom_clean,боль отдаёт в голову,anamnesis,complaint,normal,anamnesis,0.6503,0.6503,accept,ml_agrees
p5_263,simple_symptom_clean,кровоточит сильно десна,anamnesis,symptom,urgent,anamnesis,0.9111,0.9111,accept,ml_agrees
p5_264,simple_symptom_clean,зуб ноет от вчера,anamnesis,symptom,normal,anamnesis,0.9018,0.9018,accept,ml_agrees
p5_265,simple_symptom_clean,щека горячая опухшая,anamnesis,complaint,urgent,anamnesis,0.7543,0.7543,accept,ml_agrees
p5_266,simple_symptom_clean,эмаль тонкая трескалась,anamnesis,symptom,normal,anamnesis,0.6106,0.6106,accept,ml_agrees
p5_267,simple_symptom_clean,пульсирует корень,anamnesis,symptom,normal,anamnesis,0.7081,0.7081,accept,ml_agrees
p5_268,simple_symptom_clean,больно дышать холодным,anamnesis,complaint,normal,anamnesis,0.7138,0.7138,accept,ml_agrees
p5_269,simple_symptom_clean,десна кровит утром кофе,anamnesis,symptom,urgent,anamnesis,0.8547,0.8547,accept,ml_agrees
p5_270,simple_symptom_clean,зубы ноют от усталости,anamnesis,symptom,normal,anamnesis,0.8465,0.8465,accept,ml_agrees
p5_271,simple_symptom_clean,отек челюсти небольшой,anamnesis,symptom,normal,anamnesis,0.7928,0.7928,accept,ml_agrees
p5_272,simple_symptom_clean,не могу есть нормально,anamnesis,complaint,normal,anamnesis,0.5095,0.5095,accept,ml_agrees
p5_273,simple_symptom_clean,температура щека жжёт,anamnesis,symptom,urgent,anamnesis,0.7168,0.7168,accept,ml_agrees
p5_274,simple_symptom_clean,дырка болит надавить,anamnesis,complaint,normal,anamnesis,0.8007,0.8007,accept,ml_agrees
p5_275,simple_symptom_clean,десны чувствительные стали,anamnesis,symptom,normal,anamnesis,0.7839,0.7839,accept,ml_agrees
p5_276,simple_symptom_clean,Зуб ноет уже третий день подряд,anamnesis,complaint,normal,anamnesis,0.8444,0.8444,accept,ml_agrees
p5_277,simple_symptom_clean,щука опухла чуток после вчерашнего,anamnesis,symptom,normal,anamnesis,0.7537,0.7537,accept,ml_agrees
p5_278,simple_symptom_clean,зубик реагирует на холодную воду,anamnesis,symptom,normal,anamnesis,0.7303,0.7303,accept,ml_agrees
p5_279,simple_symptom_clean,Десны чешутся и красные стали,anamnesis,symptom,normal,anamnesis,0.8606,0.8606,accept,ml_agrees
p5_280,simple_symptom_clean,ноет корень зуба при наклоне,anamnesis,complaint,normal,anamnesis,0.906,0.906,accept,ml_agrees
p5_281,simple_symptom_clean,флюс на десне выскочил вчера,anamnesis,symptom,urgent,anamnesis,0.7842,0.7842,accept,ml_agrees
p5_282,simple_symptom_clean,боль в зубе усиливается вечером,anamnesis,complaint,normal,anamnesis,0.8149,0.8149,accept,ml_agrees
p5_283,simple_symptom_clean,чувствую дырку в переднем зубе,anamnesis,symptom,normal,anamnesis,0.8591,0.8591,accept,ml_agrees
p5_284,simple_symptom_clean,Ребенку 7 лет зуб болит сильно,anamnesis,complaint,urgent,anamnesis,0.8666,0.8666,accept,ml_agrees
p5_285,simple_symptom_clean,десна отекла под нижним зубом,anamnesis,symptom,normal,anamnesis,0.9075,0.9075,accept,ml_agrees
p5_286,simple_symptom_clean,постоянно тянет щеку изнутри,anamnesis,complaint,normal,anamnesis,0.766,0.766,accept,ml_agrees
p5_287,simple_symptom_clean,Болит когда на него нажимаю,anamnesis,complaint,normal,anamnesis,0.5293,0.5293,accept,ml_agrees
p5_288,simple_symptom_clean,жевательный зуб заболел внезапно,anamnesis,complaint,normal,anamnesis,0.8731,0.8731,accept,ml_agrees
p5_289,simple_symptom_clean,Щека припухла после удара,anamnesis,symptom,normal,anamnesis,0.8381,0.8381,accept,ml_agrees
p5_290,simple_symptom_clean,устал от этой боли в десне,anamnesis,complaint,normal,anamnesis,0.5995,0.5995,accept,ml_agrees
p5_291,simple_symptom_clean,опухоль на десне растет,anamnesis,complaint,urgent,anamnesis,0.8543,0.8543,accept,ml_agrees
p5_292,simple_symptom_clean,больно чистить зубы теперь,anamnesis,symptom,normal,anamnesis,0.8366,0.8366,accept,ml_agrees
p5_293,simple_symptom_clean,Дырка большая в зубе появилась,anamnesis,complaint,normal,anamnesis,0.8795,0.8795,accept,ml_agrees
p5_294,simple_symptom_clean,кровит десна без причины,anamnesis,symptom,urgent,anamnesis,0.8124,0.8124,accept,ml_agrees
p5_295,simple_symptom_clean,зубы ноют от мороженого,anamnesis,symptom,normal,anamnesis,0.8257,0.8257,accept,ml_agrees
p5_296,simple_symptom_clean,десна воспалилась сильно,anamnesis,complaint,urgent,anamnesis,0.8653,0.8653,accept,ml_agrees
p5_297,simple_symptom_clean,чувствительность к теплу выросла,anamnesis,symptom,normal,anamnesis,0.6698,0.6698,accept,ml_agrees
p5_298,simple_symptom_clean,ноет верхний зуб справа,anamnesis,complaint,normal,anamnesis,0.8687,0.8687,accept,ml_agrees
p5_299,simple_symptom_clean,гнилостный привкус во рту,anamnesis,symptom,normal,anamnesis,0.55,0.55,accept,ml_agrees
p5_300,simple_symptom_clean,Болит десна у молочного зуба,anamnesis,complaint,normal,anamnesis,0.8769,0.8769,accept,ml_agrees
p5_301,simple_symptom_clean,зуб пульсирует при ходьбе,anamnesis,symptom,normal,anamnesis,0.7452,0.7452,accept,ml_agrees
p5_302,simple_symptom_clean,кровь с десны капает,anamnesis,symptom,urgent,anamnesis,0.9323,0.9323,accept,ml_agrees
p5_303,simple_symptom_clean,реагирует на соленое сильно,anamnesis,symptom,normal,anamnesis,0.6871,0.6871,accept,ml_agrees
p5_304,simple_symptom_clean,устала терпеть эту зубную боль,anamnesis,complaint,normal,anamnesis,0.6006,0.6006,accept,ml_agrees
p5_305,simple_symptom_clean,Десна болит и чешется,anamnesis,symptom,normal,anamnesis,0.8759,0.8759,accept,ml_agrees
p5_306,simple_symptom_clean,зуб ноет после чая горячего,anamnesis,complaint,normal,anamnesis,0.8572,0.8572,accept,ml_agrees
p5_307,simple_symptom_clean,прострелило зуб вчера вечером,anamnesis,complaint,normal,anamnesis,0.7284,0.7284,accept,ml_agrees
p5_308,simple_symptom_clean,дырка в зубе углубилась,anamnesis,symptom,normal,anamnesis,0.8867,0.8867,accept,ml_agrees
p5_309,simple_symptom_clean,больно глотать из-за десны,anamnesis,complaint,normal,anamnesis,0.7624,0.7624,accept,ml_agrees
p5_310,simple_symptom_clean,щука тянет и ноет,anamnesis,symptom,normal,anamnesis,0.6686,0.6686,accept,ml_agrees
p5_311,simple_symptom_clean,кровоточивость десен усилилась,anamnesis,symptom,urgent,anamnesis,0.8222,0.8222,accept,ml_agrees
p5_312,simple_symptom_clean,зуб чувствителен к давлению,anamnesis,symptom,normal,anamnesis,0.7285,0.7285,accept,ml_agrees
p5_313,simple_symptom_clean,флюс прорвало гноем,anamnesis,complaint,urgent,anamnesis,0.7385,0.7385,accept,ml_agrees
p5_314,simple_symptom_clean,ноет зубик у ребенка ночью,anamnesis,complaint,normal,anamnesis,0.8581,0.8581,accept,ml_agrees
p5_315,simple_symptom_clean,десны краснеют и болят,anamnesis,symptom,normal,anamnesis,0.8503,0.8503,accept,ml_agrees
p5_316,simple_symptom_clean,запах из зуба плохой,anamnesis,symptom,normal,anamnesis,0.7094,0.7094,accept,ml_agrees
p5_317,simple_symptom_clean,опухло под зубом сильно,anamnesis,complaint,urgent,anamnesis,0.8822,0.8822,accept,ml_agrees
p5_318,simple_symptom_clean,реагирует на сладкий сок,anamnesis,symptom,normal,anamnesis,0.5327,0.5327,accept,ml_agrees
p5_319,simple_symptom_clean,десна ноет постоянно,anamnesis,complaint,normal,anamnesis,0.894,0.894,accept,ml_agrees
p5_320,simple_symptom_clean,зубы болят при вдохе,anamnesis,complaint,normal,anamnesis,0.7446,0.7446,accept,ml_agrees
p5_321,simple_symptom_clean,щека увеличилась в размере,anamnesis,symptom,normal,anamnesis,0.734,0.734,accept,ml_agrees
p5_322,simple_symptom_clean,больно трогать десну,anamnesis,complaint,normal,anamnesis,0.7378,0.7378,accept,ml_agrees
p5_323,simple_symptom_clean,дырка чёрная в зубе видна,anamnesis,symptom,normal,anamnesis,0.8994,0.8994,accept,ml_agrees
p5_324,simple_symptom_clean,пульсирует десна у корня,anamnesis,complaint,normal,anamnesis,0.8934,0.8934,accept,ml_agrees
p5_325,simple_symptom_clean,чувствую нагноение внутри,anamnesis,symptom,urgent,anamnesis,0.6941,0.6941,accept,ml_agrees
p5_326,simple_symptom_clean,зуб реагирует на ветерок,anamnesis,symptom,normal,anamnesis,0.7679,0.7679,accept,ml_agrees
p5_327,simple_symptom_clean,надоело от этой боли в щеке,anamnesis,complaint,normal,anamnesis,0.5916,0.5916,accept,ml_agrees
p5_328,simple_symptom_clean,десна отекает по вечерам,anamnesis,symptom,normal,anamnesis,0.7892,0.7892,accept,ml_agrees
p5_329,simple_symptom_clean,кровит после каждого приема пищи,anamnesis,symptom,urgent,anamnesis,0.6508,0.6508,accept,ml_agrees
p5_330,simple_symptom_clean,ноет нижний ряд зубов,anamnesis,complaint,normal,anamnesis,0.938,0.938,accept,ml_agrees
p5_331,simple_symptom_clean,боль простреляет в челюсть,anamnesis,symptom,normal,anamnesis,0.9272,0.9272,accept,ml_agrees
p5_332,simple_symptom_clean,ребенок плачет из-за зуба,anamnesis,complaint,normal,anamnesis,0.7149,0.7149,accept,ml_agrees
p5_333,simple_symptom_clean,опухоль на десне не спадает,anamnesis,symptom,normal,anamnesis,0.841,0.841,accept,ml_agrees
p5_334,simple_symptom_clean,зубик чувствительный к кислому,anamnesis,symptom,normal,anamnesis,0.639,0.639,accept,ml_agrees
p5_335,simple_symptom_clean,ужасно болит при жевании,anamnesis,complaint,normal,anamnesis,0.7366,0.7366,accept,ml_agrees
p5_336,simple_symptom_clean,десны зудят и саднят,anamnesis,complaint,normal,anamnesis,0.8467,0.8467,accept,ml_agrees
p5_337,entity_held_out_simple,есть брекеты металлические?,faq,general,normal,faq,0.8172,0.8172,accept,ml_agrees
p5_338,entity_held_out_simple,чистка ультразвуком делаете?,faq,general,normal,faq,0.6148,0.6148,accept,ml_agrees
p5_339,entity_held_out_simple,Есть ли лазерное отбеливание?,faq,general,normal,faq,0.5605,0.5605,accept,ml_agrees
p5_340,entity_held_out_simple,лечение каналов под микроскопом возможно?,faq,general,normal,faq,0.5702,0.5702,accept,ml_agrees
p5_341,entity_held_out_simple,фибры ставите?,faq,general,normal,faq,0.5805,0.5805,accept,ml_agrees
p5_342,entity_held_out_simple,сколько панорамный снимок,faq,general,normal,faq,0.8653,0.8653,accept,ml_agrees
p5_343,entity_held_out_simple,есть услуга установки штифтов,faq,general,normal,faq,0.5394,0.5394,accept,ml_agrees
p5_344,entity_held_out_simple,Скока брекеты сапфировые?,faq,general,normal,faq,0.9058,0.9058,accept,ml_agrees
p5_345,entity_held_out_simple,воздушная абразия есть у вас,faq,general,normal,faq,0.559,0.559,accept,ml_agrees
p5_346,entity_held_out_simple,профессиональная чистка сколько,faq,general,normal,faq,0.7035,0.7035,accept,ml_agrees
p5_347,entity_held_out_simple,делаете мостовидные протезы?,faq,general,normal,faq,0.5341,0.5341,accept,ml_agrees
p5_348,entity_held_out_simple,сколько стоит реставрация зуба,faq,general,normal,faq,0.832,0.832,accept,ml_agrees
p5_349,entity_held_out_simple,Есть ли несъемные протезы?,faq,general,normal,faq,0.6407,0.6407,accept,ml_agrees
p5_350,entity_held_out_simple,керамические вкладки ставят?,faq,general,normal,faq,0.7109,0.7109,accept,ml_agrees
p5_351,entity_held_out_simple,скока элайнеры,faq,general,normal,faq,0.8543,0.8543,accept,ml_agrees
p5_352,entity_held_out_simple,лечение пародонтита делаете,faq,general,normal,faq,0.5676,0.5676,accept,ml_agrees
p5_353,entity_held_out_simple,векторная чистка есть?,faq,general,normal,faq,0.6693,0.6693,accept,ml_agrees
p5_354,entity_held_out_simple,сколько адгезивные мосты,faq,general,normal,faq,0.8192,0.8192,accept,ml_agrees
p5_355,entity_held_out_simple,делаете ли отбеливание капами,faq,general,normal,faq,0.6247,0.6247,accept,ml_agrees
p5_356,entity_held_out_simple,есть бюгельные протезы,faq,general,normal,faq,0.4591,0.4591,accept,ml_agrees
p5_357,entity_held_out_simple,Сколько стоит пломба световая,faq,general,normal,faq,0.8682,0.8682,accept,ml_agrees
p5_358,entity_held_out_simple,терапия корневых каналов под лупой?,faq,general,normal,anamnesis,0.4595,0.4135,accept,ml_weak_can_learn
p5_359,entity_held_out_simple,скока стоит трейнеры для прикуса,faq,general,normal,faq,0.8386,0.8386,accept,ml_agrees
p5_360,entity_held_out_simple,лазерное лечение десен делаете,faq,general,normal,anamnesis,0.6278,0.317,accept,ml_weak_can_learn
p5_361,entity_held_out_simple,сколько циркониевые коронки,faq,general,normal,faq,0.667,0.667,accept,ml_agrees
p5_362,entity_held_out_simple,Делаете ли селективное шлифование?,faq,general,normal,faq,0.6694,0.6694,accept,ml_agrees
p5_363,entity_held_out_simple,гибкие протезы ставите,faq,general,normal,faq,0.5198,0.5198,accept,ml_agrees
p5_364,entity_held_out_simple,скока кт челюсти,faq,general,normal,faq,0.5728,0.5728,accept,ml_agrees
p5_365,entity_held_out_simple,есть миобрейсы,faq,general,normal,faq,0.5299,0.5299,accept,ml_agrees
p5_366,entity_held_out_simple,лечение гингивита возможно,faq,general,normal,faq,0.6562,0.6562,accept,ml_agrees
p5_367,entity_held_out_simple,сколько стоит композитные виниры,faq,general,normal,faq,0.8235,0.8235,accept,ml_agrees
p5_368,entity_held_out_simple,делаете установку диастемных плакеток?,faq,general,normal,faq,0.7211,0.7211,accept,ml_agrees
p5_369,entity_held_out_simple,акриловые протезы есть у вас,faq,general,normal,faq,0.6457,0.6457,accept,ml_agrees
p5_370,entity_held_out_simple,Скока стоит фиссурная пломба,faq,general,normal,faq,0.8755,0.8755,accept,ml_agrees
p5_371,entity_held_out_simple,эндодонтия машинными файлами?,faq,general,normal,faq,0.5658,0.5658,accept,ml_agrees
p5_372,entity_held_out_simple,есть услуга реминирализации эмали,faq,general,normal,faq,0.6868,0.6868,accept,ml_agrees
p5_373,entity_held_out_simple,сколько брекеты лингвальные,faq,general,normal,faq,0.8972,0.8972,accept,ml_agrees
p5_374,entity_held_out_simple,пластика уздечки делаете,faq,general,normal,anamnesis,0.5979,0.3297,accept,ml_weak_can_learn
p5_375,entity_held_out_simple,керамические брекеты ставят?,faq,general,normal,faq,0.849,0.849,accept,ml_agrees
p5_376,entity_held_out_simple,есть озонирование каналов,faq,general,normal,anamnesis,0.5486,0.3508,accept,ml_weak_can_learn
p5_377,entity_held_out_simple,делаете ли ретенционные аппараты,faq,general,normal,faq,0.7318,0.7318,accept,ml_agrees
p5_378,entity_held_out_simple,металлокерамика коронки скока,faq,general,normal,faq,0.6525,0.6525,accept,ml_agrees
p5_379,entity_held_out_simple,есть лазерное вапоризаторное отбеливание?,faq,general,normal,faq,0.4804,0.4804,accept,ml_agrees
p5_380,entity_held_out_simple,лечение гиперчувствительности зубов,faq,general,normal,anamnesis,0.5944,0.3119,accept,ml_weak_can_learn
p5_381,entity_held_out_simple,Сколько стоит артроскопия ВНЧС,faq,general,normal,faq,0.9075,0.9075,accept,ml_agrees
p5_382,entity_held_out_simple,делаете установку мини-имплантов,faq,general,normal,faq,0.5847,0.5847,accept,ml_agrees
p5_383,entity_held_out_simple,скока аппараты функциональной окклюзии,faq,general,normal,faq,0.629,0.629,accept,ml_agrees
p5_384,entity_held_out_simple,есть услуга установки телескопических коронок,faq,general,normal,faq,0.5663,0.5663,accept,ml_agrees
p5_385,entity_held_out_simple,процедура установки кнопочных замков для протезов?,faq,general,normal,faq,0.6963,0.6963,accept,ml_agrees
p5_386,entity_held_out_simple,сколько стоит шлифовка зубов,faq,general,normal,faq,0.877,0.877,accept,ml_agrees
p5_387,entity_held_out_simple,сколько протезирование на имплантах?,faq,general,normal,faq,0.9114,0.9114,accept,ml_agrees
p5_388,entity_held_out_simple,устанавливаете брекеты сапфировые?,faq,general,normal,faq,0.7775,0.7775,accept,ml_agrees
p5_389,entity_held_out_simple,возможна чистка ультразвуком?,faq,general,normal,faq,0.6627,0.6627,accept,ml_agrees
p5_390,entity_held_out_simple,делаете съемные протезы акриловые?,faq,general,normal,faq,0.602,0.602,accept,ml_agrees
p5_391,entity_held_out_simple,профилактика для детей есть?,faq,general,normal,faq,0.7401,0.7401,accept,ml_agrees
p5_392,entity_held_out_simple,удаление зубов мудрости под наркозом?,faq,general,normal,faq,0.7325,0.7325,accept,ml_agrees
p5_393,entity_held_out_simple,элайнеры прозрачные делаете?,faq,general,normal,faq,0.5015,0.5015,accept,ml_agrees
p5_394,entity_held_out_simple,пломбы светоотверждаемые ставят?,faq,general,normal,faq,0.5807,0.5807,accept,ml_agrees
p5_395,entity_held_out_simple,резекция корня возможна?,faq,general,normal,faq,0.4867,0.4867,accept,ml_agrees
p5_396,entity_held_out_simple,мостовидные мосты на зубы?,faq,general,normal,anamnesis,0.5472,0.3365,accept,ml_weak_can_learn
p5_397,entity_held_out_simple,герметизация фиссур у вас?,faq,general,normal,faq,0.58,0.58,accept,ml_agrees
p5_398,entity_held_out_simple,лингвальные брекеты ставите?,faq,general,normal,faq,0.7609,0.7609,accept,ml_agrees
p5_399,entity_held_out_simple,фторирование эмали делают?,faq,general,normal,faq,0.4884,0.4884,accept,ml_agrees
p5_400,entity_held_out_simple,адгезивные мосты возможны?,faq,general,normal,faq,0.6371,0.6371,accept,ml_agrees
p5_401,entity_held_out_simple,сколько одноэтапные импланты?,faq,general,normal,faq,0.8889,0.8889,accept,ml_agrees
p5_402,entity_held_out_simple,пломбирование временное есть?,faq,general,normal,faq,0.7375,0.7375,accept,ml_agrees
p5_403,entity_held_out_simple,кэпинг перед имплантами?,faq,general,normal,faq,0.6593,0.6593,accept,ml_agrees
p5_404,entity_held_out_simple,самолигирующие брекеты?,faq,general,normal,faq,0.6866,0.6866,accept,ml_agrees
p5_405,entity_held_out_simple,серебрение зубов детям?,faq,general,normal,faq,0.5444,0.5444,accept,ml_agrees
p5_406,entity_held_out_simple,артроскопия челюсти есть?,faq,general,normal,faq,0.5285,0.5285,accept,ml_agrees
p5_407,entity_held_out_simple,реконструкция десны?,faq,general,normal,anamnesis,0.4917,0.3438,accept,ml_weak_can_learn
p5_408,entity_held_out_simple,миниимпланты ставят?,faq,general,normal,faq,0.7182,0.7182,accept,ml_agrees
p5_409,entity_held_out_simple,шлифовка для брекетов?,faq,general,normal,faq,0.7326,0.7326,accept,ml_agrees
p5_410,entity_held_out_simple,У вас есть услуга установки коронок из циркония?,faq,general,normal,faq,0.6975,0.6975,accept,ml_agrees
p5_411,entity_held_out_simple,возможно лечение пародонтита?,faq,general,normal,faq,0.6744,0.6744,accept,ml_agrees
p5_412,entity_held_out_simple,металлокерамика на зубы?,faq,general,normal,anamnesis,0.4652,0.3956,accept,ml_weak_can_learn
p5_413,entity_held_out_simple,аппликации кальция делают?,faq,general,normal,faq,0.5125,0.5125,accept,ml_agrees
p5_414,entity_held_out_simple,дискотомия челюсти?,faq,general,normal,anamnesis,0.613,0.2693,accept,ml_weak_can_learn
p5_415,entity_held_out_simple,гибкие протезы есть?,faq,general,normal,faq,0.7163,0.7163,accept,ml_agrees
p5_416,entity_held_out_simple,активированное отбеливание?,faq,general,normal,faq,0.4432,0.4432,accept,ml_agrees
p5_417,entity_held_out_simple,пластика уздечки языка?,faq,general,normal,anamnesis,0.6248,0.2008,accept,ml_weak_can_learn
p5_418,entity_held_out_simple,скобы на зубы ставите?,faq,general,normal,faq,0.6066,0.6066,accept,ml_agrees
p5_419,entity_held_out_simple,делаете ли реставрацию композитами?,faq,general,normal,faq,0.6583,0.6583,accept,ml_agrees
p5_420,entity_held_out_simple,есть ли услуга трейнеров для челюсти?,faq,general,normal,faq,0.6462,0.6462,accept,ml_agrees
p5_421,entity_held_out_simple,подгонка капы ночной?,faq,general,normal,anamnesis,0.5214,0.2605,accept,ml_weak_can_learn
p5_422,entity_held_out_simple,иммобилизация зуба?,faq,general,normal,faq,0.549,0.549,accept,ml_agrees
p5_423,entity_held_out_simple,оксид циркония коронки?,faq,general,normal,faq,0.4756,0.4756,accept,ml_agrees
p5_424,entity_held_out_simple,магнитные замки на протезы?,faq,general,normal,faq,0.4862,0.4862,accept,ml_agrees
p5_425,entity_held_out_simple,фибровые штифты ставят?,faq,general,normal,faq,0.5479,0.5479,accept,ml_agrees
p5_426,entity_held_out_simple,миотерапия для детей?,faq,general,normal,faq,0.7566,0.7566,accept,ml_agrees
p5_427,entity_held_out_simple,телемикроскопия есть?,faq,general,normal,faq,0.67,0.67,accept,ml_agrees
p5_428,entity_held_out_simple,кальцификация каналов?,faq,general,normal,anamnesis,0.4395,0.4193,accept,ml_weak_can_learn
p5_429,entity_held_out_simple,телескопические коронки?,faq,general,normal,faq,0.5442,0.5442,accept,ml_agrees
p5_430,entity_held_out_simple,суперэластичные дуги для брекетов?,faq,general,normal,faq,0.6895,0.6895,accept,ml_agrees
p5_431,entity_held_out_simple,пародонтальный скейлинг?,faq,general,normal,faq,0.5869,0.5869,accept,ml_agrees
p5_432,entity_held_out_simple,обточка под коронку?,faq,general,normal,anamnesis,0.4797,0.4039,accept,ml_weak_can_learn
p5_433,entity_held_out_simple,штифтование корневых каналов?,faq,general,normal,anamnesis,0.6622,0.2596,accept,ml_weak_can_learn
p5_434,entity_held_out_simple,есть ли услуга установки кнопочных замков?,faq,general,normal,faq,0.7498,0.7498,accept,ml_agrees
p5_435,entity_held_out_simple,клампы на протез?,faq,general,normal,faq,0.447,0.447,accept,ml_agrees
p5_436,entity_held_out_simple,реминирализация эмали?,faq,general,normal,faq,0.5445,0.5445,accept,ml_agrees
p5_437,faq_vs_anamnesis_borderline,ПОСЛЕ УДАЛЕНИЯ ДЕСНА КРОВИТ 2 ДНЯ НОРМАЛЬНО?,anamnesis,complaint,normal,anamnesis,0.591,0.591,accept,ml_agrees
p5_438,faq_vs_anamnesis_borderline,после чистки зубы чувствит к холоду так надо?,anamnesis,symptom,normal,anamnesis,0.6511,0.6511,accept,ml_agrees
p5_439,faq_vs_anamnesis_borderline,пломбу поставили щека распирает это ок,anamnesis,complaint,normal,anamnesis,0.4274,0.4274,accept,ml_agrees
p5_440,faq_vs_anamnesis_borderline,после импланта температура держится норма ли,anamnesis,symptom,normal,faq,0.5291,0.3796,accept,ml_weak_can_learn
p5_441,faq_vs_anamnesis_borderline,каналы чистили челюсть ноет 5 дней должно быть?,anamnesis,complaint,normal,anamnesis,0.7335,0.7335,accept,ml_agrees
p5_442,faq_vs_anamnesis_borderline,кронку надели язык онемел это нормально,anamnesis,symptom,normal,anamnesis,0.6531,0.6531,accept,ml_agrees
p5_443,faq_vs_anamnesis_borderline,после отбеливания десны белые норма?,anamnesis,complaint,normal,faq,0.4943,0.4427,accept,ml_weak_can_learn
p5_444,faq_vs_anamnesis_borderline,зуб мудрости удалили дыра болит при еде ок ли,anamnesis,symptom,normal,faq,0.4887,0.399,accept,ml_weak_can_learn
p5_445,faq_vs_anamnesis_borderline,пломба свежая а зуб стучит от сладкого это норма,anamnesis,complaint,normal,anamnesis,0.4584,0.4584,accept,ml_agrees
p5_446,faq_vs_anamnesis_borderline,после анестезии губа дергается так и должно?,anamnesis,symptom,normal,anamnesis,0.4918,0.4918,accept,ml_agrees
p5_447,faq_vs_anamnesis_borderline,протез поставили прикус хреновый нормально ли,anamnesis,complaint,normal,anamnesis,0.5577,0.5577,accept,ml_agrees
p5_448,faq_vs_anamnesis_borderline,удалили нерв десна опухла норма после 3 дней,anamnesis,symptom,normal,anamnesis,0.5708,0.5708,accept,ml_agrees
p5_449,faq_vs_anamnesis_borderline,после полировки зубы ноют на жаре это окей,anamnesis,complaint,normal,anamnesis,0.6699,0.6699,accept,ml_agrees
p5_450,faq_vs_anamnesis_borderline,имплант вкрутили щека горячая должна так быть?,anamnesis,symptom,normal,faq,0.5111,0.3933,accept,ml_weak_can_learn
p5_451,faq_vs_anamnesis_borderline,пломбу менять стали язык прикусил больно норма,anamnesis,complaint,normal,anamnesis,0.5366,0.5366,accept,ml_agrees
p5_452,faq_vs_anamnesis_borderline,после удаления флюса челюсть ноет норма ли,anamnesis,symptom,normal,anamnesis,0.8145,0.8145,accept,ml_agrees
p5_453,faq_vs_anamnesis_borderline,коронку поставили вкус металла во рту ок?,anamnesis,complaint,normal,faq,0.4275,0.4015,accept,ml_weak_can_learn
p5_454,faq_vs_anamnesis_borderline,чистили камень десны чешутся это нормально,anamnesis,symptom,normal,anamnesis,0.7871,0.7871,accept,ml_agrees
